Carrera;Edad;Trabajo;Beca;Genero;EstadoCivil;CantidadHijos;Prom_cAplazo;A/P;Desemp1R;Desemp2N;Desemp3RN
CPN;29;N;N;M;Soltero;0;7,02;3,27;0;1;0
CPN;29;N;N;F;Soltero;0;5,87;2,27;0;0;0
LLO;29;S;N;F;Soltero;0;8,83;9,33;1;1;1
LLO;48;N;N;M;Casado;3;7,42;1,80;0;1;0
CPN;29;S;N;M;Soltero;0;6,13;2,73;0;0;0
CPN;28;N;N;F;Soltero;0;6,03;2,18;0;0;0
CPN;30;S;N;F;Soltero;0;5,95;2,27;0;0;0
CPN;29;N;N;F;Soltero;0;6,04;2,64;0;0;0
LE;29;S;N;M;Soltero;0;6,41;2,82;0;0;0
CPN;30;S;N;M;Soltero;0;5,75;2,55;0;0;0
CPN;28;N;N;F;Soltero;0;5,81;3,27;0;0;0
CPN;28;S;N;F;Soltero;0;5,66;2,91;0;0;0
CPN;28;N;N;M;Soltero;0;6,4;3,27;0;0;0
CPN;30;S;N;M;Casado;2;4,9;1,27;0;0;0
LA;29;N;N;F;Soltero;0;6,58;2,18;0;0;0
CPN;29;S;N;M;Soltero;0;5,59;1,82;0;0;0
LA;30;S;N;F;Soltero;0;5,89;2,44;0;0;0
LA;29;S;N;M;Soltero;0;7,37;3,27;0;1;0
CPN;30;S;N;F;Casado;1;5,65;2,73;0;0;0
CPN;28;N;N;F;Soltero;0;6,45;2,27;0;0;0
CPN;28;S;N;F;Casado;0;6,72;3,09;0;0;0
CPN;28;S;N;F;Soltero;0;5,24;2,45;0;0;0
CPN;29;N;N;F;Soltero;0;5,37;1,91;0;0;0
CPN;29;S;N;F;Soltero;1;6,5;2,82;0;0;0
CPN;29;S;N;F;Casado;1;5,9;3,27;0;0;0
CPN;29;N;S;F;Soltero;0;6,48;2,91;0;0;0
LA;28;N;N;F;Soltero;0;6,98;3,60;0;0;0
CPN;27;S;N;F;Soltero;0;8,56;3,60;0;1;1
CPN;28;S;N;F;Soltero;0;5,92;3,10;0;0;0
LA;29;S;N;F;Soltero;0;6,26;3,50;0;0;0
CPN;30;N;N;F;Soltero;0;6,68;3,50;0;0;0
CPN;28;S;N;F;Soltero;0;5,98;3,60;0;0;0
CPN;27;N;N;F;Soltero;0;6,6;3,50;0;0;0
CPN;27;N;S;F;Soltero;0;6,02;3,30;0;0;0
CPN;28;S;N;F;Soltero;0;6,81;3,60;0;0;0
CPN;28;S;N;M;Soltero;0;6,5;2,90;0;0;0
CPN;27;S;N;F;Soltero;0;6,06;2,30;0;0;0
LA;27;S;N;M;Soltero;0;6,23;2,70;0;0;0
CPN;27;N;N;M;Soltero;0;7,27;2,60;0;1;0
CPN;29;N;N;F;Soltero;0;6,37;3,20;0;0;0
LA;28;S;N;M;Soltero;0;6,5;3,60;0;0;0
CPN;27;S;N;M;Soltero;0;7;3,00;0;1;0
CPN;27;N;N;F;Soltero;0;6,17;3,30;0;0;0
LA;27;S;N;F;Casado;0;6,88;3,89;0;0;0
LA;28;S;N;M;Soltero;0;6,58;2,30;0;0;0
CPN;28;S;N;M;Soltero;0;6,16;3,20;0;0;0
CPN;28;N;N;F;Soltero;3;5,59;2,00;0;0;0
CPN;28;S;N;F;Soltero;0;6,92;3,10;0;0;0
CPN;27;N;N;F;Casado;1;6,13;3,40;0;0;0
LA;28;S;N;F;Soltero;0;7,16;3,60;0;1;0
CPN;28;N;N;F;Soltero;0;5,68;1,20;0;0;0
CPN;28;S;S;M;Soltero;0;6,82;3,60;0;0;0
LA;28;N;N;M;Soltero;0;7,36;4,00;1;1;1
CPN;28;S;N;M;Casado;0;7,02;3,50;0;1;0
CPN;27;S;N;F;Soltero;0;6,41;3,40;0;0;0
LA;27;S;N;F;Soltero;0;6,73;1,25;0;0;0
CPN;27;N;N;F;Soltero;0;7,07;3,60;0;1;0
CPN;27;S;N;F;Soltero;0;6,04;3,10;0;0;0
CPN;27;N;N;F;Soltero;1;6,6;2,70;0;0;0
CPN;27;S;N;M;Soltero;0;6,61;2,90;0;0;0
CPN;28;S;N;F;Soltero;2;5,66;2,10;0;0;0
CPN;28;S;N;F;Soltero;0;6,48;3,40;0;0;0
LE;28;S;N;M;Casado;0;7,16;3,20;0;1;0
LA;27;N;N;F;Soltero;0;6,25;3,50;0;0;0
CPN;28;S;N;F;Casado;1;7,88;3,60;0;1;1
LA;28;S;N;M;Soltero;0;5,48;2,40;0;0;0
CPN;28;S;N;M;Soltero;0;7,75;0,50;0;1;0
LA;27;S;N;M;Soltero;0;6,45;3,30;0;0;0
LA;28;S;N;M;Soltero;0;6,72;2,90;0;0;0
CPN;27;S;N;F;Soltero;0;5,89;2,20;0;0;0
LA;28;N;N;M;Soltero;0;6,45;3,10;0;0;0
CPN;30;S;N;M;Soltero;1;6,33;0,60;0;0;0
CPN;34;N;N;F;Casado;2;8,08;3,86;0;1;1
CPN;28;S;N;F;Soltero;1;5,95;2,50;0;0;0
CPN;28;N;N;M;Soltero;0;6,67;3,30;0;0;0
CPN;28;S;N;M;Soltero;0;6,03;2,10;0;0;0
CPN;28;S;N;F;Soltero;0;7,2;3,70;0;1;0
CPN;28;S;N;F;Soltero;0;6,35;2,10;0;0;0
LA;28;S;N;F;Casado;0;6,93;3,50;0;0;0
LA;28;N;N;M;Soltero;0;8,29;3,50;0;1;1
LA;28;S;S;F;Soltero;0;6,37;3,30;0;0;0
CPN;29;S;N;F;Soltero;0;6,23;3,20;0;0;0
CPN;28;S;N;M;Soltero;0;6,34;3,40;0;0;0
CPN;28;N;N;F;Soltero;1;6,9;1,60;0;0;0
LA;28;S;N;F;Soltero;0;6,33;2,50;0;0;0
CPN;28;N;N;F;Soltero;0;5,81;1,90;0;0;0
CPN;27;N;N;F;Soltero;0;5,57;1,50;0;0;0
LA;27;S;N;F;Soltero;0;5,43;1,60;0;0;0
CPN;27;S;N;F;Soltero;0;6,67;0,43;0;0;0
CPN;28;N;S;F;Soltero;0;7,4;3,50;0;1;0
CPN;27;S;N;F;Soltero;0;6,68;3,60;0;0;0
CPN;30;N;N;F;Soltero;0;7,77;2,90;0;1;0
LA;29;S;N;M;Soltero;0;6,22;2,80;0;0;0
CPN;27;N;N;F;Soltero;0;5,71;2,50;0;0;0
CPN;29;N;N;F;Soltero;0;6,26;2,90;0;0;0
CPN;27;S;N;F;Soltero;0;6,48;3,30;0;0;0
LA;27;S;N;M;Soltero;0;7,2;3,70;0;1;0
CPN;28;S;N;F;Soltero;0;5,59;1,80;0;0;0
CPN;27;S;N;F;Soltero;0;6,37;2,60;0;0;0
CPN;27;N;N;F;Soltero;0;6,61;3,30;0;0;0
CPN;28;S;N;M;Soltero;0;5,63;3,30;0;0;0
LA;28;N;N;M;Soltero;0;6,74;3,00;0;0;0
CPN;28;N;N;F;Soltero;0;6,19;2,90;0;0;0
CPN;27;N;N;F;Soltero;0;6,15;2,90;0;0;0
CPN;28;S;N;F;Soltero;0;6,81;2,70;0;0;0
CPN;27;N;N;M;Soltero;0;6,43;3,10;0;0;0
CPN;28;N;N;M;Soltero;0;6,33;2,40;0;0;0
CPN;27;N;N;F;Soltero;0;5,89;2,00;0;0;0
CPN;27;S;N;F;Soltero;0;6,26;3,00;0;0;0
LA;27;S;N;F;Soltero;0;7,85;3,50;0;1;0
LE;27;S;N;F;Soltero;0;8;0,67;0;1;0
LA;27;N;N;F;Soltero;0;6,06;2,60;0;0;0
LA;28;S;N;F;Soltero;0;7,26;2,90;0;1;0
LA;31;S;N;M;Casado;0;5,91;3,50;0;0;0
CPN;28;S;N;F;Soltero;0;6,12;3,30;0;0;0
LA;28;N;N;F;Soltero;0;6,56;3,60;0;0;0
CPN;29;N;N;M;Soltero;0;6;3,30;0;0;0
LA;29;N;N;M;Soltero;0;6,09;1,75;0;0;0
LLO;27;S;N;F;Soltero;0;7,89;5,67;1;1;1
CPN;28;S;N;M;Soltero;0;6,15;2,50;0;0;0
CPN;29;S;N;F;Soltero;0;5,86;3,20;0;0;0
CPN;27;N;N;F;Soltero;0;6,04;2,80;0;0;0
LA;29;S;N;F;Soltero;0;6,89;3,10;0;0;0
CPN;29;S;N;F;Soltero;0;6,58;1,13;0;0;0
CPN;28;N;N;F;Soltero;0;6,15;3,20;0;0;0
LA;28;N;N;F;Soltero;0;6,83;6,00;1;0;1
LA;28;S;N;M;Soltero;0;6,39;4,67;1;0;1
CPN;27;S;N;M;Soltero;0;6,38;3,60;0;0;0
CPN;29;N;N;M;Soltero;0;5,88;3,60;0;0;0
LA;30;S;N;M;Soltero;0;6,31;1,90;0;0;0
CPN;28;S;N;F;Soltero;1;5,49;2,50;0;0;0
LA;27;N;N;M;Soltero;0;5,92;3,60;0;0;0
LA;28;S;N;F;Soltero;0;7,3;3,50;0;1;0
CPN;28;S;N;M;Soltero;1;7;2,50;0;1;0
CPN;28;N;N;F;Soltero;0;5,79;1,80;0;0;0
LA;27;N;N;M;Soltero;0;5,69;3,00;0;0;0
CPN;27;S;N;F;Soltero;0;6,2;3,10;0;0;0
LE;31;S;N;M;Soltero;1;7,8;3,50;0;1;0
CPN;28;N;N;F;Soltero;0;6,38;3,60;0;0;0
CPN;29;N;N;M;Soltero;0;5,6;1,70;0;0;0
CPN;27;S;N;F;Soltero;0;7,96;2,60;0;1;0
LA;27;S;N;M;Soltero;0;8;2,78;0;1;0
CPN;28;N;N;F;Soltero;0;7,33;3,60;0;1;0
CPN;30;S;N;F;Soltero;0;6,13;2,50;0;0;0
LA;31;S;N;M;Soltero;0;6,96;2,00;0;0;0
CPN;27;S;N;F;Soltero;0;6,86;3,30;0;0;0
CPN;28;N;N;M;Soltero;0;5,91;3,30;0;0;0
CPN;30;N;N;M;Soltero;0;5,37;1,30;0;0;0
CPN;28;S;N;F;Soltero;0;6,31;2,50;0;0;0
CPN;27;N;N;M;Soltero;0;6;2,90;0;0;0
CPN;28;N;N;F;Soltero;0;5,5;1,70;0;0;0
CPN;28;S;S;F;Casado;1;6,2;2,70;0;0;0
CPN;28;N;N;F;Soltero;0;5,83;3,00;0;0;0
CPN;27;S;N;M;Casado;0;6,39;2,20;0;0;0
CPN;27;N;S;F;Casado;2;6,66;3,60;0;0;0
CPN;28;N;S;F;Soltero;0;5,78;2,00;0;0;0
CPN;27;N;N;F;Soltero;0;4,64;1,00;0;0;0
CPN;27;S;N;M;Soltero;0;5,98;2,70;0;0;0
CPN;27;N;N;F;Soltero;1;5,39;1,90;0;0;0
CPN;26;N;N;M;Soltero;0;6,86;2,56;0;0;0
CPN;27;N;N;M;Soltero;0;6;2,56;0;0;0
CPN;26;N;N;F;Soltero;0;7,41;3,78;0;1;0
CPN;31;N;N;F;Soltero;1;6,12;3,44;0;0;0
CPN;26;S;N;M;Soltero;0;5,76;2,44;0;0;0
CPN;28;S;N;F;Soltero;0;5,97;2,22;0;0;0
CPN;29;N;N;F;Soltero;0;6,03;2,11;0;0;0
CPN;28;N;S;F;Soltero;0;5,93;1,89;0;0;0
CPN;27;N;N;F;Casado;0;6,86;3,67;0;0;0
CPN;26;S;N;M;Soltero;0;5,65;1,44;0;0;0
CPN;28;N;S;F;Casado;1;5,69;1,89;0;0;0
LA;26;S;N;M;Soltero;0;7,26;3,11;0;1;0
CPN;27;S;N;F;Casado;0;6,38;4,11;1;0;0
CPN;26;N;N;F;Soltero;0;5,95;2,67;0;0;0
LA;26;N;N;F;Soltero;0;6,54;3,44;0;0;0
CPN;28;N;N;F;Soltero;0;5,38;1,67;0;0;0
CPN;27;N;N;F;Soltero;0;5,71;2,33;0;0;0
LA;27;N;N;F;Soltero;0;5,79;2,57;0;0;0
CPN;27;S;N;F;Soltero;0;6,91;3,78;0;0;0
CPN;29;N;S;F;Soltero;0;6,2;3,56;0;0;0
CPN;27;S;N;M;Soltero;0;5,36;2,00;0;0;0
CPN;27;S;N;F;Soltero;0;6;2,67;0;0;0
CPN;27;S;N;M;Soltero;0;6,74;3,89;0;0;0
CPN;27;S;N;F;Soltero;0;5,65;2,22;0;0;0
CPN;26;N;N;M;Soltero;0;5,78;4,67;1;0;0
CPN;30;S;N;M;Soltero;0;5,62;1,89;0;0;0
CPN;26;S;N;F;Soltero;0;6,93;3,56;0;0;0
CPN;27;S;N;M;Soltero;0;6,03;2,67;0;0;0
CPN;27;N;N;M;Soltero;0;6,1;3,00;0;0;0
LA;26;N;N;F;Casado;1;6,64;3,67;0;0;0
CPN;26;S;N;M;Soltero;0;5,28;2,00;0;0;0
LA;30;S;N;M;Casado;0;7,28;3,11;0;1;0
CPN;27;S;N;F;Soltero;0;6,44;3,44;0;0;0
LA;31;N;N;M;Soltero;0;7;3,44;0;1;0
LA;27;S;N;F;Soltero;0;7,77;3,78;0;1;1
CPN;28;S;N;F;Soltero;0;5,62;1,56;0;0;0
CPN;26;N;N;M;Soltero;0;5,6;2,67;0;0;0
CPN;26;S;N;F;Soltero;0;7,12;4,00;1;1;1
CPN;26;S;N;M;Soltero;0;6,13;3,22;0;0;0
CPN;26;S;N;F;Soltero;0;6;2,33;0;0;0
CPN;26;S;N;F;Soltero;0;6,29;2,89;0;0;0
CPN;28;N;N;F;Soltero;0;6,21;4,00;1;0;0
CPN;26;S;N;F;Soltero;0;6,7;4,00;1;0;0
LA;26;N;N;F;Soltero;0;6,69;4,00;1;0;0
LA;27;S;N;F;Casado;0;7,72;3,78;0;1;1
CPN;27;N;N;F;Soltero;0;6,39;2,56;0;0;0
LE;28;S;N;M;Soltero;0;8;3,00;0;1;0
CPN;28;N;N;F;Soltero;0;6,03;2,11;0;0;0
LA;28;S;N;M;Soltero;0;7,61;4,00;1;1;1
CPN;26;N;N;F;Soltero;0;7,72;4,00;1;1;1
CPN;26;S;N;M;Soltero;0;5,36;1,44;0;0;0
CPN;33;S;N;M;Casado;2;6,26;3,00;0;0;0
CPN;27;S;N;M;Soltero;0;6,6;3,11;0;0;0
LA;31;S;S;F;Soltero;0;6,04;5,67;1;0;1
CPN;28;S;N;M;Soltero;0;6,63;2,78;0;0;0
LA;27;S;N;M;Soltero;0;6,63;3,11;0;0;0
LA;28;S;N;M;Soltero;0;6,95;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;5,4;2,11;0;0;0
LA;27;N;N;F;Soltero;0;6,14;2,44;0;0;0
CPN;27;N;N;F;Soltero;0;7,4;0,83;0;1;0
LA;28;N;N;F;Soltero;0;6,03;2,11;0;0;0
CPN;28;N;N;F;Soltero;0;7,67;1,00;0;1;0
CPN;26;S;N;F;Soltero;0;6,38;3,22;0;0;0
CPN;26;S;N;F;Soltero;0;5,48;3,00;0;0;0
CPN;27;N;N;F;Soltero;0;5,82;3,78;0;0;0
CPN;27;N;N;M;Soltero;0;6,23;3,56;0;0;0
LA;28;S;N;M;Soltero;0;6,53;2,56;0;0;0
LA;28;S;N;M;Soltero;0;6,39;3,78;0;0;0
CPN;27;S;N;F;Soltero;0;6,15;3,22;0;0;0
CPN;27;S;N;F;Soltero;0;5,51;2,22;0;0;0
CPN;27;N;N;F;Soltero;0;5,98;3,44;0;0;0
CPN;26;N;N;M;Soltero;0;6,71;4,00;1;0;0
CPN;26;S;N;M;Soltero;0;6,76;4,00;1;0;0
LE;27;N;N;M;Soltero;0;5,86;3,67;0;0;0
CPN;27;N;N;F;Soltero;0;6,73;3,89;0;0;0
LA;28;S;N;F;Soltero;0;7,08;3,78;0;1;0
CPN;27;N;N;M;Soltero;0;7,73;3,89;0;1;1
CPN;28;S;N;M;Soltero;0;6;3,89;0;0;0
CPN;27;N;N;F;Soltero;0;6,35;3,44;0;0;0
CPN;27;S;N;M;Soltero;0;6,36;3,67;0;0;0
CPN;33;N;S;M;Soltero;0;6,95;3,33;0;0;0
CPN;27;S;N;F;Soltero;0;6,55;3,33;0;0;0
CPN;26;S;N;F;Soltero;0;6,41;4,00;1;0;0
CPN;28;N;N;M;Soltero;0;5,75;2,89;0;0;0
LA;28;N;N;M;Soltero;0;7,17;4,00;1;1;1
LA;27;S;N;F;Soltero;0;7,2;4,00;1;1;1
LA;27;S;N;F;Soltero;0;6,93;4,00;1;0;0
LA;28;S;N;M;Soltero;0;6,65;3,78;0;0;0
LA;28;S;N;M;Soltero;0;7,38;4,78;1;1;1
CPN;28;S;N;M;Soltero;0;7,57;1,17;0;1;0
CPN;27;S;S;F;Soltero;0;6,56;3,33;0;0;0
CPN;27;S;N;F;Soltero;0;6;3,00;0;0;0
CPN;27;N;S;M;Soltero;0;6,57;3,44;0;0;0
LE;27;S;S;F;Soltero;0;7,03;3,67;0;1;0
CPN;27;S;N;F;Soltero;0;7,31;3,33;0;1;0
LA;26;N;N;M;Soltero;0;6,09;2,22;0;0;0
CPN;29;S;N;F;Soltero;0;5,85;3,67;0;0;0
CPN;27;N;N;F;Soltero;0;5,9;2,89;0;0;0
CPN;28;N;N;M;Soltero;0;6,53;4,00;1;0;0
CPN;26;S;N;F;Soltero;0;7,29;4,00;1;1;1
CPN;26;S;N;F;Casado;0;5,52;2,11;0;0;0
CPN;26;S;N;M;Soltero;0;5,98;3,56;0;0;0
LE;28;S;N;M;Soltero;0;6,79;3,67;0;0;0
LA;28;S;N;M;Soltero;0;6,54;6,60;1;0;1
LA;28;S;N;M;Soltero;0;6,27;2,89;0;0;0
CPN;26;N;N;M;Soltero;0;6,72;3,56;0;0;0
CPN;27;N;N;F;Soltero;0;6,47;3,67;0;0;0
CPN;26;S;N;F;Soltero;0;6,3;3,00;0;0;0
LA;28;N;N;M;Soltero;0;6,09;3,75;0;0;0
LA;27;N;N;F;Soltero;0;6,06;3,44;0;0;0
CPN;31;N;N;F;Casado;2;7,25;2,44;0;1;0
CPN;27;S;N;F;Soltero;0;5,96;2,00;0;0;0
CPN;27;S;N;F;Soltero;0;7,41;3,67;0;1;0
CPN;30;S;N;F;Soltero;0;6,17;3,44;0;0;0
CPN;26;S;N;M;Soltero;0;5,78;2,67;0;0;0
CPN;28;S;N;M;Soltero;0;7,21;3,33;0;1;0
CPN;28;N;N;F;Soltero;1;5,63;1,89;0;0;0
LA;27;S;N;M;Soltero;0;8,31;3,89;0;1;1
LA;27;S;N;F;Soltero;0;7,1;3,89;0;1;0
LA;28;N;N;F;Soltero;0;7,31;3,22;0;1;0
CPN;26;N;N;M;Soltero;0;5,95;2,78;0;0;0
CPN;29;S;N;M;Soltero;0;4,89;1,67;0;0;0
CPN;36;N;N;M;Soltero;0;6,7;2,00;0;0;0
CPN;28;S;N;F;Soltero;0;6,68;3,11;0;0;0
LA;27;S;N;M;Soltero;0;7,83;2,89;0;1;0
CPN;27;N;N;F;Soltero;2;6,62;2,44;0;0;0
CPN;26;N;N;M;Soltero;0;6,5;3,22;0;0;0
CPN;28;S;N;M;Soltero;0;6,44;4,00;1;0;0
CPN;27;S;S;F;Soltero;0;7,11;3,33;0;1;0
CPN;27;N;N;F;Casado;0;6,6;3,89;0;0;0
CPN;28;N;N;F;Soltero;1;6,56;3,56;0;0;0
LA;27;S;N;F;Soltero;0;6,03;4,00;1;0;0
LA;27;N;N;F;Soltero;0;6,32;2,56;0;0;0
CPN;26;S;N;M;Soltero;0;6,64;3,33;0;0;0
LA;26;S;N;M;Soltero;0;6,96;4,00;1;0;0
LA;27;N;N;F;Soltero;0;6,49;4,14;1;0;0
CPN;27;N;N;F;Soltero;0;5,87;3,67;0;0;0
LE;27;N;N;F;Soltero;0;6,86;2,67;0;0;0
LA;27;N;N;F;Soltero;0;7,36;3,50;0;1;0
CPN;26;N;N;F;Soltero;0;6,09;2,56;0;0;0
CPN;31;S;N;F;Otro;1;6;3,56;0;0;0
LA;27;N;N;M;Soltero;0;7,92;3,86;0;1;1
LA;27;S;N;F;Soltero;0;7,32;3,67;0;1;0
CPN;26;N;N;F;Soltero;0;5,55;3,00;0;0;0
CPN;26;N;N;F;Soltero;0;5,46;2,78;0;0;0
LA;28;N;N;M;Soltero;0;6,77;4,00;1;0;0
CPN;26;S;N;M;Soltero;0;8,11;2,67;0;1;0
LA;26;S;N;M;Soltero;0;6,67;8,00;1;0;1
CPN;27;S;N;F;Soltero;0;5,91;2,33;0;0;0
CPN;26;S;N;F;Soltero;0;6,7;3,33;0;0;0
CPN;29;S;N;M;Soltero;0;6,56;3,56;0;0;0
LA;27;N;S;F;Soltero;0;6,43;3,00;0;0;0
CPN;27;S;N;M;Soltero;0;5,73;2,56;0;0;0
LA;27;N;N;F;Soltero;0;7,22;4,00;1;1;1
CPN;26;S;N;M;Soltero;0;7,56;1,78;0;1;0
CPN;27;S;S;F;Soltero;0;6,31;4,00;1;0;0
CPN;27;S;N;F;Soltero;0;6,13;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;6,26;2,67;0;0;0
CPN;26;S;N;M;Soltero;0;5,25;2,78;0;0;0
CPN;26;S;N;M;Soltero;0;6,95;3,11;0;0;0
CPN;31;N;N;F;Soltero;1;5,47;1,78;0;0;0
CPN;26;S;N;F;Soltero;0;6,41;2,89;0;0;0
CPN;27;N;N;F;Soltero;0;5,8;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;7,45;3,67;0;1;0
CPN;26;S;N;M;Soltero;0;5,85;2,44;0;0;0
CPN;27;S;N;F;Soltero;0;5,7;2,44;0;0;0
CPN;28;S;N;F;Soltero;0;7,19;3,11;0;1;0
CPN;32;S;N;M;Soltero;0;6,52;4,13;1;0;0
CPN;28;S;N;M;Casado;0;6,9;4,00;1;0;0
CPN;34;S;N;F;Soltero;1;5,74;2,63;0;0;0
CPN;26;N;N;F;Soltero;0;6,18;3,00;0;0;0
CPN;26;S;N;M;Soltero;0;6,49;4,00;1;0;0
CPN;25;N;N;F;Soltero;0;6,36;1,00;0;0;0
LLO;25;N;N;F;Soltero;0;7;1,00;0;1;0
CPN;25;N;N;M;Soltero;0;6,38;4,00;1;0;0
CPN;25;N;N;F;Soltero;0;5,86;3,00;0;0;0
CPN;25;N;N;M;Soltero;0;5,83;4,13;1;0;0
CPN;26;S;N;F;Soltero;0;6,93;4,13;1;0;1
CPN;30;S;N;F;Casado;1;6,55;1,13;0;0;0
CPN;25;N;S;F;Soltero;1;6,78;3,88;0;0;0
LA;25;S;N;F;Soltero;0;8,05;4,50;1;1;1
CPN;26;N;N;F;Soltero;0;5,96;3,75;0;0;0
LA;25;S;N;F;Soltero;0;7,79;4,50;1;1;1
CPN;28;S;N;F;Soltero;0;5,74;2,88;0;0;0
LA;26;S;N;M;Soltero;0;5,32;2,13;0;0;0
CPN;26;N;N;M;Soltero;0;5,5;2,13;0;0;0
LA;26;N;N;F;Soltero;0;7,25;4,50;1;1;1
CPN;26;S;N;F;Soltero;0;6,09;4,25;1;0;0
LA;28;N;N;M;Soltero;0;6,16;2,63;0;0;0
CPN;26;S;N;F;Soltero;0;6,48;2,75;0;0;0
CPN;25;N;N;F;Soltero;0;5,67;4,13;1;0;0
CPN;26;S;N;M;Soltero;0;6,69;4,00;1;0;0
CPN;25;S;N;M;Soltero;0;6,05;3,00;0;0;0
CPN;26;N;N;M;Soltero;0;6,42;4,13;1;0;0
LA;28;S;N;M;Soltero;0;5,58;1,63;0;0;0
CPN;26;S;N;F;Soltero;0;5,73;3,00;0;0;0
CPN;26;S;N;M;Soltero;0;6,44;1,25;0;0;0
LLO;26;S;N;M;Soltero;0;6;0,50;0;0;0
LA;27;N;N;M;Soltero;0;7;4,33;1;1;1
CPN;26;N;N;F;Soltero;0;6,14;2,50;0;0;0
CPN;25;N;N;M;Soltero;0;6,37;3,38;0;0;0
CPN;27;S;N;F;Soltero;0;6,15;2,38;0;0;0
LA;26;S;N;M;Soltero;0;6,53;4,50;1;0;1
CPN;26;S;N;F;Soltero;0;6,48;4,25;1;0;0
LA;26;N;N;M;Soltero;0;6,21;1,88;0;0;0
CPN;27;N;N;F;Soltero;0;5,93;3,38;0;0;0
CPN;27;S;N;F;Soltero;0;5,86;3,00;0;0;0
CPN;26;S;N;M;Soltero;1;6,28;4,50;1;0;1
CPN;26;N;N;F;Soltero;0;6,56;3,88;0;0;0
CPN;26;S;N;F;Soltero;0;6;4,13;1;0;0
CPN;25;N;N;M;Soltero;0;6,91;4,50;1;0;1
CPN;25;N;N;M;Soltero;0;6,15;3,75;0;0;0
CPN;26;S;N;M;Casado;0;5,5;3,00;0;0;0
LA;32;S;N;F;Soltero;1;6,82;1,13;0;0;0
CPN;26;N;N;M;Soltero;0;5;1,13;0;0;0
LA;27;S;N;F;Soltero;0;5,9;3,50;0;0;0
CPN;25;S;N;M;Soltero;0;6,63;4,00;1;0;0
CPN;26;S;N;F;Soltero;0;7,19;4,00;1;1;1
CPN;28;S;N;F;Soltero;0;6,04;3,50;0;0;0
CPN;33;S;N;F;Casado;0;5,57;4,00;1;0;0
LA;26;S;N;M;Soltero;0;7,5;4,00;1;1;1
CPN;26;S;N;F;Soltero;0;6,93;4,00;1;0;0
LA;27;N;N;M;Soltero;0;6,62;2,63;0;0;0
LLO;26;S;N;F;Soltero;0;7,75;2,00;0;1;0
CPN;26;N;S;F;Soltero;0;5,89;4,13;1;0;0
CPN;29;N;N;F;Casado;3;6,7;2,00;0;0;0
CPN;27;N;N;F;Soltero;1;6,79;2,13;0;0;0
CPN;26;S;N;F;Soltero;0;7,06;3,50;0;1;0
CPN;26;S;N;F;Soltero;0;6,66;2,50;0;0;0
CPN;26;N;N;F;Soltero;0;6,24;4,50;1;0;1
CPN;26;S;N;M;Soltero;0;6,46;3,00;0;0;0
LA;27;N;N;M;Soltero;0;7,14;3,25;0;1;0
LA;26;S;N;F;Soltero;0;7,48;4,63;1;1;1
CPN;26;N;N;F;Soltero;0;6,2;2,50;0;0;0
LA;26;N;N;M;Soltero;0;5,73;3,88;0;0;0
CPN;26;N;N;F;Soltero;0;5,22;2,50;0;0;0
CPN;25;N;N;M;Soltero;0;6,57;4,13;1;0;0
LA;27;N;N;F;Soltero;0;7,44;4,63;1;1;1
CPN;26;N;N;M;Soltero;0;5,6;2,25;0;0;0
CPN;25;S;N;F;Soltero;0;7,54;4,50;1;1;1
CPN;25;N;N;M;Soltero;0;7,26;4,50;1;1;1
CPN;26;N;N;M;Soltero;0;6,38;3,38;0;0;0
CPN;26;N;N;F;Soltero;0;5,35;1,13;0;0;0
LA;26;N;N;F;Soltero;0;6,78;3,63;0;0;0
CPN;26;N;N;F;Soltero;0;7,17;2,00;0;1;0
LE;25;S;N;M;Soltero;0;8,2;4,13;1;1;1
LA;26;S;N;F;Soltero;0;7,94;4,50;1;1;1
LA;25;N;N;F;Soltero;0;5,49;2,88;0;0;0
CPN;25;S;N;F;Soltero;0;5,98;3,13;0;0;0
CPN;25;S;N;F;Soltero;0;6,54;2,25;0;0;0
LA;25;S;N;F;Soltero;0;6,86;4,50;1;0;1
CPN;26;S;N;M;Soltero;0;6,15;3,75;0;0;0
CPN;28;N;N;M;Soltero;0;5,85;2,63;0;0;0
CPN;25;S;N;M;Soltero;0;7,49;4,25;1;1;1
CPN;26;N;N;F;Soltero;0;5,8;3,88;0;0;0
CPN;25;N;N;M;Soltero;0;6,28;3,63;0;0;0
CPN;25;S;N;M;Soltero;0;6,16;2,88;0;0;0
CPN;25;S;N;F;Soltero;0;5,98;4,00;1;0;0
LA;26;N;S;F;Soltero;0;7,31;3,88;0;1;1
LA;26;N;S;F;Soltero;0;6,33;4,38;1;0;0
CPN;25;N;N;F;Soltero;0;8,17;3,63;0;1;1
CPN;25;S;N;M;Soltero;0;5,91;3,38;0;0;0
CPN;26;S;N;M;Soltero;0;5,92;3,38;0;0;0
CPN;26;S;N;F;Soltero;0;6,78;4,25;1;0;1
CPN;26;N;N;F;Soltero;0;6,62;3,25;0;0;0
LA;26;N;N;M;Soltero;0;5,37;2,75;0;0;0
CPN;25;S;N;F;Soltero;0;6,74;3,75;0;0;0
LA;25;N;S;M;Soltero;0;6,38;4,50;1;0;1
