Carrera;Edad;Trabajo;Beca;Genero;EstadoCivil;CantidadHijos;Prom_cAplazo;A/P;Desemp1R;Desemp2N;Desemp3RN
LA;23;N;N;F;Soltero;0;6,81;5,83;1;0;1
CPN;23;S;S;F;Soltero;0;7,53;5,33;1;1;1
CPN;27;S;N;M;Soltero;0;6,41;3,67;0;0;0
CPN;24;N;N;F;Soltero;0;6,61;4,67;1;0;1
CPN;23;N;N;F;Soltero;0;5,47;3,00;0;0;0
CPN;24;S;N;F;Soltero;0;6,94;4,17;1;0;1
CPN;24;N;N;F;Soltero;0;7,66;4,33;1;1;1
CPN;24;N;S;F;Soltero;0;8,72;6,00;1;1;1
CPN;24;N;N;M;Soltero;0;5,87;3,17;0;0;0
CPN;23;N;S;F;Soltero;0;6,62;3,50;0;0;0
LA;23;N;N;M;Soltero;0;6,45;3,00;0;0;0
CPN;23;N;N;M;Soltero;0;5,78;1,00;0;0;0
CPN;24;N;N;F;Soltero;0;6,26;3,17;0;0;0
CPN;26;N;N;M;Soltero;0;6,26;2,17;0;0;0
CPN;23;N;S;F;Soltero;0;7,63;4,33;1;1;1
CPN;26;N;N;M;Soltero;0;5,76;1,83;0;0;0
CPN;25;N;S;F;Soltero;0;4,93;3,33;0;0;0
CPN;25;N;N;F;Soltero;0;5,84;3,50;0;0;0
CPN;24;N;S;F;Soltero;0;7,37;4,00;1;1;1
CPN;23;N;N;F;Soltero;0;5,92;3,67;0;0;0
LA;24;N;N;M;Soltero;0;6,48;6,00;1;0;1
CPN;24;S;S;F;Soltero;0;7,1;4,00;1;1;1
CPN;24;N;N;M;Soltero;0;6,56;3,50;0;0;0
CPN;24;N;S;M;Soltero;1;6,26;4,17;1;0;0
CPN;23;S;N;F;Soltero;0;6,38;3,00;0;0;0
CPN;23;S;S;F;Soltero;0;6,6;3,50;0;0;0
CPN;23;N;N;F;Soltero;0;7,8;6,00;1;1;1
CPN;24;N;S;F;Soltero;0;6,52;3,33;0;0;0
CPN;24;S;S;F;Soltero;0;5,17;3,00;0;0;0
CPN;24;S;S;F;Soltero;0;8,94;6,00;1;1;1
CPN;24;N;S;F;Soltero;0;7,59;4,17;1;1;1
CPN;24;S;N;M;Soltero;0;6;2,67;0;0;0
CPN;24;N;N;M;Soltero;0;8,31;5,50;1;1;1
CPN;23;N;N;M;Soltero;0;7,88;4,83;1;1;1
LA;23;N;N;M;Soltero;0;8,19;6,40;1;1;1
CPN;25;N;N;F;Soltero;0;5,3;2,20;0;0;0
CPN;23;N;S;F;Soltero;0;7,59;5,40;1;1;1
CPN;23;N;N;F;Soltero;0;6,1;4,00;1;0;0
CPN;23;N;S;F;Soltero;0;8,58;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;7;5,80;1;1;1
CPN;24;N;N;F;Soltero;0;7,12;4,00;1;1;1
CPN;23;N;N;M;Soltero;0;5,48;3,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,31;4,00;1;0;0
CPN;23;N;N;F;Soltero;0;6,56;2,60;0;0;0
CPN;23;N;N;F;Soltero;0;5,59;2,40;0;0;0
CPN;25;N;N;M;Soltero;0;7;6,40;1;1;1
LA;26;N;N;M;Soltero;0;7,54;4,40;1;1;1
LA;23;N;N;F;Soltero;0;5,71;4,00;1;0;0
CPN;23;N;S;F;Soltero;0;6,67;3,40;0;0;0
CPN;22;N;N;F;Soltero;0;7,78;3,60;0;1;1
CPN;23;N;N;F;Soltero;0;7,08;6,00;1;1;1
CPN;23;S;N;F;Soltero;0;4,7;1,40;0;0;0
CPN;23;S;N;F;Soltero;0;6,57;3,40;0;0;0
CPN;22;S;N;F;Soltero;0;7,97;6,00;1;1;1
LA;25;N;S;F;Soltero;0;8,13;4,40;1;1;1
CPN;26;S;N;F;Soltero;1;5,64;1,80;0;0;0
CPN;23;N;N;M;Soltero;0;8,45;6,60;1;1;1
LA;22;N;N;F;Soltero;0;7,48;7,00;1;1;1
CPN;23;N;N;M;Soltero;0;7,29;6,20;1;1;1
CPN;23;N;N;F;Soltero;0;6,38;4,20;1;0;0
CPN;23;N;N;M;Soltero;0;7,57;5,50;1;1;1
LA;22;N;N;M;Soltero;0;5,6;2,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,07;5,00;1;0;1
LA;22;S;N;M;Soltero;0;7,28;4,80;1;1;1
CPN;22;N;N;F;Soltero;0;6,78;5,60;1;0;1
LA;22;N;N;F;Soltero;0;7,5;6,75;1;1;1
CPN;22;S;N;F;Soltero;0;7,97;6,20;1;1;1
CPN;22;N;N;F;Soltero;0;5,81;3,60;0;0;0
CPN;23;S;N;M;Soltero;0;6,63;4,20;1;0;0
CPN;23;N;N;F;Soltero;0;7,88;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,34;4,40;1;0;0
LE;22;S;N;M;Soltero;0;7,52;4,40;1;1;1
LE;22;N;N;F;Soltero;0;8;6,60;1;1;1
CPN;23;N;N;F;Soltero;0;6,22;2,40;0;0;0
LE;23;N;N;F;Soltero;0;8,07;4,80;1;1;1
LA;22;N;N;F;Soltero;0;7,4;7,20;1;1;1
CPN;24;N;N;F;Soltero;0;6;3,00;0;0;0
CPN;23;N;N;M;Soltero;0;7,49;6,40;1;1;1
CPN;23;N;N;F;Soltero;0;6,42;4,00;1;0;0
LA;23;N;N;F;Soltero;0;7,33;2,60;0;1;0
CPN;22;N;N;F;Soltero;0;7,39;5,60;1;1;1
LE;22;N;N;F;Soltero;0;7,24;4,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,26;5,60;1;0;1
CPN;22;S;S;F;Soltero;0;7,76;5,60;1;1;1
CPN;22;N;S;F;Soltero;0;7,04;3,60;0;1;0
LA;23;N;S;F;Soltero;0;6,77;5,33;1;0;1
CPN;23;S;N;F;Soltero;0;6,12;4,20;1;0;0
CPN;22;N;N;F;Soltero;0;7,65;6,20;1;1;1
CPN;22;N;N;F;Soltero;0;8,81;6,40;1;1;1
CPN;22;S;N;F;Soltero;0;9,09;6,40;1;1;1
CPN;26;N;N;M;Soltero;0;7,6;1,80;0;1;0
CPN;23;N;S;M;Soltero;0;6,53;4,80;1;0;1
CPN;22;N;N;F;Soltero;0;6,17;4,20;1;0;0
CPN;25;N;S;F;Soltero;0;8,45;6,20;1;1;1
CPN;23;N;N;M;Soltero;0;6,22;3,60;0;0;0
CPN;23;N;N;F;Soltero;0;6,84;3,80;0;0;0
CPN;23;N;N;F;Soltero;0;6,62;6,80;1;0;1
CPN;23;N;S;F;Soltero;0;6,58;4,60;1;0;1
LE;22;N;N;M;Soltero;0;9,06;6,40;1;1;1
CPN;23;N;N;F;Soltero;0;7,03;5,20;1;1;1
LE;24;S;S;M;Soltero;0;7,17;3,80;0;1;0
CPN;23;N;N;F;Soltero;0;7,15;4,80;1;1;1
CPN;23;N;N;M;Soltero;0;6,06;4,00;1;0;0
CPN;23;N;N;F;Soltero;0;7,37;6,40;1;1;1
LA;23;N;N;M;Soltero;0;7,44;3,60;0;1;0
CPN;22;S;S;F;Soltero;0;6,91;3,80;0;0;0
CPN;22;N;S;F;Soltero;0;6,67;5,40;1;0;1
CPN;23;N;N;M;Soltero;0;7,14;6,20;1;1;1
CPN;22;N;N;F;Soltero;0;5,45;2,00;0;0;0
CPN;22;S;N;M;Soltero;0;6,14;4,20;1;0;0
LA;22;S;N;F;Soltero;0;5,64;3,80;0;0;0
CPN;26;N;N;F;Soltero;0;6,13;3,60;0;0;0
LE;23;N;N;M;Soltero;0;6,43;4,00;1;0;0
CPN;24;N;N;F;Soltero;0;7,64;1,80;0;1;0
CPN;22;N;S;M;Soltero;0;7,03;4,80;1;1;1
CPN;22;N;N;M;Soltero;0;7,28;5,00;1;1;1
CPN;25;S;N;F;Soltero;0;6,22;6,40;1;0;1
LA;25;S;N;F;Soltero;0;6,31;4,00;1;0;0
CPN;23;S;N;M;Soltero;0;7,11;3,00;0;1;0
CPN;24;N;N;M;Soltero;0;6,48;3,80;0;0;0
CPN;22;N;N;F;Soltero;0;6,5;4,00;1;0;0
CPN;26;N;N;F;Soltero;0;7,12;4,00;1;1;1
CPN;23;N;N;F;Soltero;0;8,23;6,00;1;1;1
CPN;22;N;S;F;Soltero;0;5,82;4,00;1;0;0
CPN;22;N;N;M;Soltero;0;6,52;4,20;1;0;0
CPN;22;N;N;F;Soltero;0;6,31;3,00;0;0;0
CPN;22;N;S;F;Casado;0;7,23;7,80;1;1;1
CPN;22;S;N;F;Soltero;0;6,41;4,40;1;0;1
CPN;22;S;N;F;Soltero;0;5,9;3,20;0;0;0
CPN;23;S;N;F;Soltero;0;7,28;4,00;1;1;1
LA;25;N;N;M;Soltero;0;6,39;4,80;1;0;1
CPN;23;N;S;F;Soltero;0;5,77;4,20;1;0;0
CPN;23;N;N;F;Soltero;0;5,68;2,80;0;0;0
CPN;23;N;N;F;Soltero;0;7,26;4,80;1;1;1
LE;23;N;N;M;Soltero;0;6,95;3,60;0;0;0
CPN;23;N;S;F;Soltero;0;7,33;5,40;1;1;1
LA;24;S;N;F;Casado;1;7,58;5,00;1;1;1
CPN;23;N;N;M;Soltero;0;5,12;2,40;0;0;0
CPN;22;N;N;F;Soltero;0;5,5;3,60;0;0;0
CPN;23;N;N;F;Soltero;0;6,75;5,40;1;0;1
CPN;23;S;N;M;Soltero;0;7,34;5,20;1;1;1
CPN;25;N;S;F;Soltero;0;6,86;3,20;0;0;0
CPN;24;N;S;F;Soltero;0;8,23;6,00;1;1;1
CPN;23;N;N;M;Soltero;0;7,21;6,60;1;1;1
CPN;23;N;N;F;Soltero;0;5,78;5,20;1;0;1
LA;24;N;N;F;Soltero;0;5,13;1,20;0;0;0
CPN;23;N;S;F;Soltero;0;5,93;3,60;0;0;0
CPN;23;N;N;M;Soltero;0;7,16;5,25;1;1;1
CPN;23;S;N;M;Soltero;0;8,62;6,60;1;1;1
CPN;22;S;S;F;Soltero;0;7,72;5,00;1;1;1
CPN;24;N;N;F;Soltero;0;4,56;2,20;0;0;0
CPN;23;N;N;F;Soltero;0;6,13;3,00;0;0;0
CPN;24;N;N;F;Soltero;0;6,93;5,40;1;0;1
CPN;25;S;N;F;Soltero;0;5,83;2,60;0;0;0
CPN;22;N;N;M;Soltero;0;7,16;5,00;1;1;1
CPN;23;N;S;F;Soltero;0;7,57;6,20;1;1;1
CPN;22;N;N;F;Soltero;0;5,21;2,20;0;0;0
LA;22;N;N;M;Soltero;0;7,49;7,00;1;1;1
LA;28;N;N;F;Soltero;0;7,75;7,20;1;1;1
LA;22;N;N;F;Soltero;0;8,13;5,60;1;1;1
LA;24;N;S;F;Soltero;0;7,17;4,20;1;1;1
LA;23;S;N;M;Soltero;0;6,92;4,20;1;0;1
CPN;23;N;N;F;Soltero;0;7,13;4,60;1;1;1
CPN;23;N;N;M;Soltero;0;6,33;4,00;1;0;0
CPN;23;S;N;M;Soltero;0;5,96;2,80;0;0;0
CPN;22;N;N;M;Soltero;0;6,31;4,80;1;0;1
CPN;23;N;N;F;Soltero;0;6,87;6,20;1;0;1
CPN;23;N;S;F;Soltero;0;6,37;3,60;0;0;0
LA;23;S;N;F;Soltero;0;6,89;7,40;1;0;1
CPN;24;N;N;M;Soltero;0;6,96;3,80;0;0;0
LA;25;S;N;F;Soltero;0;7,6;5,00;1;1;1
CPN;23;N;N;F;Soltero;0;7,06;5,60;1;1;1
LA;23;N;N;M;Soltero;0;5,1;1,80;0;0;0
CPN;22;N;N;F;Soltero;0;5,77;4,60;1;0;0
CPN;23;N;N;F;Soltero;0;7,03;4,80;1;1;1
CPN;22;N;N;M;Soltero;0;6,77;4,20;1;0;1
CPN;23;N;N;M;Soltero;0;5,79;4,20;1;0;0
CPN;22;N;S;M;Soltero;0;6,67;5,20;1;0;1
CPN;23;S;N;F;Soltero;0;7,48;6,00;1;1;1
LA;24;N;N;F;Soltero;0;8,29;7,00;1;1;1
LA;25;S;N;F;Soltero;0;5,97;3,80;0;0;0
LA;22;N;N;F;Soltero;0;7;4,80;1;1;1
CPN;23;N;N;M;Soltero;0;6,39;4,40;1;0;1
CPN;22;S;N;F;Soltero;0;6,38;4,00;1;0;0
LA;25;N;N;F;Soltero;0;5,13;2,00;0;0;0
CPN;22;N;N;M;Soltero;0;6,48;4,60;1;0;1
LA;26;N;N;M;Soltero;0;7,33;5,80;1;1;1
CPN;22;N;N;M;Soltero;0;6,03;3,80;0;0;0
CPN;24;N;N;F;Soltero;0;6,45;4,60;1;0;1
CPN;22;N;N;M;Soltero;0;5,56;3,00;0;0;0
LA;22;N;N;M;Soltero;0;7,57;5,00;1;1;1
CPN;22;N;N;M;Soltero;0;6,5;4,20;1;0;0
CPN;23;N;N;F;Soltero;0;5,68;2,00;0;0;0
CPN;23;N;S;F;Soltero;0;6,39;4,40;1;0;1
CPN;23;N;N;F;Soltero;0;6,18;3,80;0;0;0
LA;22;N;N;F;Soltero;0;7,55;7,00;1;1;1
CPN;23;N;N;F;Soltero;1;8,06;6,20;1;1;1
LE;23;N;N;M;Soltero;0;7,24;6,20;1;1;1
LA;22;N;N;F;Soltero;0;6,06;3,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,92;5,80;1;0;1
CPN;23;S;N;F;Soltero;0;6,97;6,00;1;0;1
LA;24;N;S;F;Soltero;0;6,88;3,40;0;0;0
CPN;24;N;N;F;Soltero;0;5,67;1,60;0;0;0
CPN;24;N;S;F;Soltero;0;6,71;3,60;0;0;0
CPN;23;N;N;M;Soltero;0;7,6;4,80;1;1;1
CPN;25;S;S;F;Soltero;0;6,13;3,20;0;0;0
CPN;23;N;S;F;Soltero;0;6,24;3,20;0;0;0
CPN;22;N;S;M;Soltero;0;8,32;5,40;1;1;1
CPN;22;N;N;F;Soltero;0;8,55;6,20;1;1;1
CPN;23;S;N;F;Soltero;0;6,91;1,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,91;5,00;1;0;1
CPN;22;S;S;F;Soltero;0;7,79;6,60;1;1;1
CPN;22;N;N;F;Soltero;0;6,48;4,60;1;0;1
CPN;22;N;N;F;Soltero;0;8;2,60;0;1;0
CPN;24;N;N;M;Soltero;1;6,05;2,80;0;0;0
CPN;23;N;N;M;Soltero;0;6,86;6,00;1;0;1
CPN;23;N;N;F;Soltero;0;6,83;4,60;1;0;1
CPN;22;N;N;M;Soltero;0;7,11;5,80;1;1;1
CPN;23;N;N;F;Soltero;0;7,44;4,80;1;1;1
CPN;22;S;N;F;Soltero;0;7,26;5,60;1;1;1
CPN;23;S;N;M;Soltero;0;6;1,80;0;0;0
CPN;23;N;N;F;Soltero;0;6,83;4,80;1;0;1
CPN;22;N;N;F;Soltero;0;7,67;5,00;1;1;1
CPN;23;N;N;F;Soltero;0;5,52;3,20;0;0;0
CPN;23;N;N;F;Soltero;0;6,59;4,80;1;0;1
CPN;24;N;N;M;Soltero;0;7,53;3,20;0;1;0
CPN;22;N;N;M;Soltero;0;6,46;3,40;0;0;0
CPN;22;N;N;M;Soltero;0;6,42;4,00;1;0;0
CPN;22;N;N;F;Soltero;0;7,52;4,00;1;1;1
CPN;23;S;N;F;Soltero;0;7,48;5,60;1;1;1
CPN;22;N;N;M;Soltero;0;5,37;3,20;0;0;0
CPN;23;N;N;F;Soltero;0;5,62;4,00;1;0;0
LA;22;S;N;M;Soltero;0;5,63;2,67;0;0;0
CPN;24;N;N;F;Soltero;0;7;2,80;0;1;0
CPN;22;N;N;M;Soltero;0;6,86;6,60;1;0;1
CPN;24;N;N;M;Soltero;0;5,59;2,40;0;0;0
LA;23;N;N;F;Soltero;0;7,38;7,00;1;1;1
CPN;25;N;S;F;Soltero;0;6,97;5,00;1;0;1
LA;27;N;N;F;Soltero;0;7,28;4,00;1;1;1
CPN;23;S;N;M;Soltero;0;7,39;4,80;1;1;1
LLO;25;N;N;F;Soltero;0;8;5,33;1;1;1
LA;24;N;N;F;Soltero;0;6,04;3,00;0;0;0
CPN;25;N;N;M;Soltero;0;5,5;2,20;0;0;0
CPN;23;N;N;M;Soltero;0;6,37;5,80;1;0;1
CPN;23;N;N;M;Soltero;0;7;4,00;1;1;1
CPN;23;N;N;F;Soltero;0;5,62;3,40;0;0;0
LE;23;N;N;M;Soltero;0;7,61;4,80;1;1;1
CPN;22;N;N;F;Soltero;0;6,78;4,60;1;0;1
CPN;31;S;N;F;Soltero;0;7,27;2,20;0;1;0
LA;23;N;N;F;Soltero;0;8,09;7,50;1;1;1
LA;23;N;N;M;Soltero;0;6,32;3,80;0;0;0
CPN;23;N;N;F;Soltero;0;7;3,80;0;1;0
LA;23;N;N;F;Soltero;0;6,19;2,80;0;0;0
CPN;23;N;N;F;Soltero;0;6,39;3,40;0;0;0
CPN;23;N;N;F;Soltero;0;7,26;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;6;3,60;0;0;0
LA;26;N;S;F;Soltero;0;6,64;3,60;0;0;0
CPN;23;N;N;F;Soltero;0;6,62;4,40;1;0;1
LA;22;N;N;F;Soltero;0;6,67;3,40;0;0;0
LA;22;N;N;M;Soltero;0;6,39;3,40;0;0;0
CPN;22;S;N;F;Soltero;0;7,13;4,00;1;1;1
CPN;22;N;N;F;Soltero;0;7,05;6,00;1;1;1
LA;23;S;N;F;Soltero;0;8,26;6,80;1;1;1
LE;22;N;N;F;Soltero;0;7,96;4,80;1;1;1
CPN;23;N;N;F;Soltero;0;7,96;5,60;1;1;1
LA;22;S;N;M;Soltero;0;5,54;2,40;0;0;0
CPN;22;N;N;M;Soltero;0;7,52;4,00;1;1;1
CPN;24;N;N;F;Soltero;0;6,24;2,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,75;5,60;1;0;1
CPN;23;S;N;F;Soltero;0;6,33;4,80;1;0;1
CPN;23;N;N;F;Soltero;0;6,57;3,00;0;0;0
LA;23;S;N;F;Soltero;0;7,39;7,00;1;1;1
CPN;23;N;N;M;Soltero;0;7,31;5,80;1;1;1
CPN;22;N;N;F;Soltero;0;7,22;4,60;1;1;1
CPN;22;N;N;F;Soltero;0;6,24;3,00;0;0;0
CPN;22;N;N;F;Soltero;0;7,94;6,40;1;1;1
CPN;23;N;N;F;Soltero;0;6,81;4,80;1;0;1
LA;26;N;N;M;Soltero;0;6,31;3,40;0;0;0
CPN;23;N;N;M;Soltero;0;5,63;2,80;0;0;0
LE;23;N;N;F;Soltero;0;7,19;4,20;1;1;1
CPN;22;N;N;M;Soltero;0;6,66;5,20;1;0;1
CPN;23;N;N;M;Soltero;0;7,51;6,00;1;1;1
LE;23;N;S;M;Soltero;0;8,37;5,40;1;1;1
LA;23;N;N;F;Soltero;0;7,07;6,80;1;1;1
LA;22;N;N;F;Soltero;0;7,12;4,20;1;1;1
CPN;23;N;N;F;Soltero;0;5,57;3,00;0;0;0
LA;24;N;S;F;Soltero;0;6,88;7,33;1;0;1
CPN;23;S;N;F;Soltero;0;5,19;3,00;0;0;0
CPN;22;N;N;M;Soltero;0;7;5,20;1;1;1
LE;29;S;N;F;Soltero;0;7;2,60;0;1;0
CPN;22;S;N;M;Soltero;0;6,17;4,80;1;0;1
LA;27;S;N;F;Soltero;0;7,66;6,60;1;1;1
CPN;23;S;N;M;Soltero;0;5,5;2,40;0;0;0
CPN;25;S;N;M;Soltero;0;6,18;2,80;0;0;0
LA;23;N;N;M;Soltero;0;7,38;3,60;0;1;0
CPN;22;S;N;F;Soltero;0;6,82;4,40;1;0;1
CPN;22;N;N;F;Soltero;0;5,84;4,80;1;0;1
CPN;23;S;N;M;Soltero;0;7,28;6,40;1;1;1
LE;23;N;N;F;Soltero;0;6,42;3,20;0;0;0
LA;23;N;N;M;Soltero;0;6,23;4,40;1;0;0
CPN;23;N;N;F;Soltero;0;8,19;5,00;1;1;1
CPN;24;N;N;M;Soltero;0;6,23;2,80;0;0;0
CPN;22;S;S;F;Soltero;0;7,33;4,80;1;1;1
LA;23;N;N;M;Soltero;0;6,68;5,80;1;0;1
CPN;23;N;N;F;Soltero;0;6,86;5,40;1;0;1
LA;23;S;N;M;Soltero;0;7,87;7,20;1;1;1
CPN;23;N;N;M;Soltero;0;5,73;1,40;0;0;0
CPN;23;N;N;M;Soltero;0;8,76;6,60;1;1;1
LA;23;N;N;F;Soltero;0;6,49;5,80;1;0;1
LA;28;S;N;M;Soltero;0;8,81;6,60;1;1;1
CPN;22;N;N;F;Soltero;0;5,6;3,60;0;0;0
LA;22;N;N;M;Soltero;0;5,59;2,00;0;0;0
CPN;23;N;N;F;Soltero;0;6,84;4,00;1;0;0
CPN;23;N;N;M;Soltero;0;6,54;3,80;0;0;0
CPN;22;N;N;F;Soltero;0;6,18;4,00;1;0;0
LA;23;N;N;F;Soltero;0;7,23;6,00;1;1;1
CPN;22;N;S;F;Soltero;0;5,8;4,00;1;0;0
LA;32;S;N;M;Soltero;0;6,77;4,40;1;0;1
CPN;22;N;N;F;Soltero;0;6,08;4,60;1;0;0
CPN;24;N;N;M;Soltero;0;4,56;0,60;0;0;0
CPN;26;N;N;M;Soltero;0;7,12;3,40;0;1;0
CPN;24;N;S;M;Soltero;0;5,65;1,80;0;0;0
CPN;22;S;N;F;Soltero;0;6,97;4,40;1;0;1
LA;23;N;S;F;Soltero;0;5,73;2,00;0;0;0
LA;24;S;N;F;Soltero;0;8,36;11,67;1;1;1
CPN;25;N;S;F;Soltero;0;6,22;6,60;1;0;1
CPN;23;N;N;M;Soltero;0;7,75;6,20;1;1;1
LE;24;N;N;M;Soltero;3;7,53;5,00;1;1;1
LA;22;S;N;M;Soltero;0;6,8;5,60;1;0;1
CPN;23;N;N;M;Soltero;0;5,18;4,20;1;0;0
LA;23;S;N;M;Soltero;0;6,18;4,20;1;0;0
CPN;25;N;N;M;Soltero;0;5,84;3,20;0;0;0
CPN;25;N;N;M;Soltero;0;6,08;3,60;0;0;0
LA;25;S;N;M;Soltero;0;7,63;6,00;1;1;1
CPN;23;N;S;F;Soltero;0;5,39;2,00;0;0;0
CPN;23;N;N;F;Soltero;0;5,91;2,60;0;0;0
LA;35;S;N;F;Soltero;0;8,55;4,60;1;1;1
CPN;24;S;N;M;Soltero;0;5,5;2,67;0;0;0
LE;24;S;N;M;Soltero;0;4,8;0,60;0;0;0
LA;24;N;N;F;Soltero;0;5,68;3,00;0;0;0
CPN;24;N;N;F;Soltero;0;6,89;4,80;1;0;1
LA;32;N;N;F;Soltero;1;7,76;3,20;0;1;0
LE;22;N;N;F;Soltero;0;6,7;3,60;0;0;0
LE;23;N;N;M;Soltero;0;7,76;4,40;1;1;1
CPN;24;N;N;M;Soltero;0;5,79;5,40;1;0;1
CPN;25;N;N;F;Soltero;0;5,94;5,60;1;0;1
CPN;22;N;N;M;Soltero;0;6,09;4,20;1;0;0
LE;23;N;N;F;Soltero;0;8,62;5,20;1;1;1
CPN;22;N;N;M;Soltero;0;5,32;1,80;0;0;0
CPN;22;N;N;M;Soltero;0;6,79;4,20;1;0;1
CPN;22;N;N;F;Soltero;0;7,25;5,60;1;1;1
CPN;22;N;N;F;Soltero;0;6,75;4,80;1;0;1
CPN;22;N;N;F;Soltero;0;7,76;6,40;1;1;1
LE;23;S;N;F;Soltero;0;8,31;5,20;1;1;1
CPN;27;N;N;M;Soltero;0;5,5;2,00;0;0;0
LA;23;N;N;M;Soltero;0;6,79;5,50;1;0;1
CPN;23;S;N;F;Soltero;0;5,76;4,75;1;0;0
LA;24;S;N;M;Soltero;0;6,17;2,80;0;0;0
CPN;23;N;N;M;Soltero;0;5,52;2,60;0;0;0
LA;23;N;N;F;Soltero;0;6,67;6,75;1;0;1
LA;24;N;N;M;Soltero;0;7,6;5,60;1;1;1
CPN;22;N;N;F;Soltero;0;6,62;4,40;1;0;1
CPN;22;N;N;F;Soltero;0;8,73;6,00;1;1;1
LE;23;N;N;M;Soltero;0;8,35;6,20;1;1;1
CPN;22;N;N;F;Soltero;0;7,48;5,80;1;1;1
CPN;22;S;N;M;Soltero;0;5,53;3,60;0;0;0
CPN;22;N;N;M;Soltero;0;6,97;6,00;1;0;1
LA;22;N;N;M;Soltero;0;6,91;5,20;1;0;1
LA;22;N;N;F;Soltero;0;6,93;4,20;1;0;1
CPN;23;N;N;F;Soltero;0;6,73;4,60;1;0;1
LA;23;S;N;M;Soltero;0;8,19;5,60;1;1;1
CPN;23;S;N;F;Soltero;0;6,29;2,20;0;0;0
CPN;23;N;N;F;Soltero;0;6,74;4,80;1;0;1
LA;23;S;N;F;Soltero;0;7,29;5,00;1;1;1
LA;22;S;N;M;Soltero;0;7,25;4,40;1;1;1
LA;23;N;N;M;Soltero;0;8,42;7,00;1;1;1
CPN;22;N;N;F;Soltero;0;8,88;6,40;1;1;1
CPN;24;S;N;F;Soltero;0;6,76;4,00;1;0;0
CPN;22;N;N;F;Soltero;0;6,53;5,60;1;0;1
LLO;45;S;N;M;Soltero;2;7,22;4,80;1;1;1
CPN;24;N;N;M;Soltero;0;5,72;3,80;0;0;0
LLO;24;S;N;M;Soltero;0;5,25;1,20;0;0;0
LLO;26;S;S;M;Soltero;0;7,4;5,40;1;1;1
LLO;24;N;N;M;Soltero;0;7,27;6,60;1;1;1
LLO;24;S;N;M;Soltero;0;6,06;2,20;0;0;0
LLO;31;N;N;F;Soltero;0;6,71;4,00;1;0;0
LLO;29;S;N;F;Soltero;0;6,52;4,60;1;0;1
CPN;24;S;N;F;Soltero;0;7,38;5,83;1;1;1
CPN;24;S;S;F;Soltero;0;7,76;6,25;1;1;1
CPN;22;N;N;F;Soltero;0;7,08;2,75;0;1;0
CPN;21;N;N;F;Soltero;0;8,12;5,75;1;1;1
CPN;22;N;N;M;Soltero;0;6,31;7,75;1;0;1
CPN;22;N;N;F;Soltero;1;6;1,50;0;0;0
CPN;22;S;N;F;Soltero;0;6,32;3,75;0;0;0
CPN;22;N;N;F;Soltero;0;7,89;2,25;0;1;0
CPN;22;N;N;F;Soltero;0;6,69;5,50;1;0;1
CPN;24;N;N;F;Soltero;0;7,11;3,75;0;1;0
LA;22;S;N;F;Soltero;0;7,2;5,00;1;1;1
CPN;23;N;N;F;Soltero;0;6,12;3,50;0;0;0
CPN;21;N;N;M;Soltero;0;6,81;4,00;1;0;0
CPN;23;N;N;M;Soltero;0;6,83;7,25;1;0;1
CPN;21;N;N;F;Soltero;0;5,9;3,00;0;0;0
CPN;21;N;N;F;Soltero;0;7,13;6,50;1;1;1
CPN;24;N;N;M;Soltero;0;7,53;4,50;1;1;1
LA;22;N;N;M;Soltero;0;7;3,75;0;1;0
LA;21;N;N;M;Soltero;0;6,35;3,75;0;0;0
LA;22;N;N;F;Soltero;0;6,35;5,00;1;0;1
CPN;22;N;N;F;Soltero;0;6,2;1,50;0;0;0
CPN;21;N;N;M;Soltero;0;6,85;6,25;1;0;1
CPN;22;N;S;M;Soltero;0;6,78;5,50;1;0;1
LE;23;S;N;M;Soltero;0;5,3;2,00;0;0;0
CPN;21;N;S;F;Soltero;0;6,5;8,00;1;0;1
CPN;24;N;N;F;Soltero;0;5,34;6,00;1;0;1
CPN;23;N;N;M;Soltero;0;7,58;6,25;1;1;1
CPN;22;N;N;M;Soltero;0;6,65;5,50;1;0;1
LA;21;N;N;F;Soltero;0;6,37;5,00;1;0;1
CPN;23;N;N;F;Soltero;0;6,71;4,75;1;0;1
CPN;22;N;N;F;Soltero;0;7;6,25;1;1;1
LE;22;N;N;M;Soltero;0;5,57;2,25;0;0;0
CPN;25;N;S;F;Soltero;0;7,42;5,75;1;1;1
CPN;22;N;N;M;Soltero;0;6,64;4,00;1;0;0
LA;21;N;N;F;Soltero;0;5,86;4,00;1;0;0
LA;23;N;S;F;Soltero;0;7,13;4,33;1;1;1
CPN;23;N;S;F;Soltero;0;6,44;1,50;0;0;0
CPN;23;N;S;F;Soltero;0;6,37;6,25;1;0;1
CPN;26;N;N;M;Soltero;0;6,94;3,00;0;0;0
