,Carrera,Edad,Trabajo,Beca,Genero,EstadoCivil,CantidadHijos,Prom_cAplazo,A/P,Desemp1R,Desemp2N,Desemp3RN
356,CPN,24,N,N,F,Soltero,0,6.18,4.0,1,0,0
357,LA,23,N,S,F,Soltero,0,7.68,6.0,1,1,1
358,CPN,23,N,S,F,Soltero,0,7.17,1.2,0,1,0
359,CPN,24,N,N,M,Soltero,0,7.04,3.5,0,1,0
360,CPN,23,N,N,F,Soltero,0,5.21,2.8333333333333335,0,0,0
361,CPN,27,S,N,F,Soltero,0,5.95,1.5,0,0,0
362,CPN,24,N,N,F,Soltero,0,5.91,3.1666666666666665,0,0,0
363,CPN,24,N,N,F,Soltero,0,5.35,1.8333333333333333,0,0,0
364,LA,25,S,N,M,Soltero,0,6.96,3.1666666666666665,0,0,0
365,CPN,24,S,N,M,Soltero,0,7.48,3.8333333333333335,0,1,1
366,CPN,24,S,N,M,Soltero,0,8.03,5.833333333333333,1,1,1
367,CPN,24,S,N,F,Soltero,0,6.03,4.5,1,0,0
368,CPN,24,S,S,M,Soltero,0,6.14,4.0,1,0,0
369,LE,23,N,N,M,Soltero,0,6.53,4.166666666666667,1,0,0
370,LE,23,N,N,F,Soltero,0,7.8,5.333333333333333,1,1,1
371,CPN,23,N,N,M,Soltero,0,5.68,3.0,0,0,0
372,CPN,25,N,N,M,Soltero,0,6.37,2.1666666666666665,0,0,0
373,LE,27,N,N,M,Soltero,0,8.14,5.5,1,1,1
374,CPN,24,S,N,M,Soltero,0,6.3,4.5,1,0,1
375,CPN,25,S,S,F,Soltero,0,7.24,6.166666666666667,1,1,1
376,CPN,23,N,N,F,Soltero,0,7.61,5.5,1,1,1
377,CPN,25,N,N,F,Soltero,0,6.96,3.3333333333333335,0,0,0
378,LA,25,N,N,F,Soltero,0,6.78,3.3333333333333335,0,0,0
379,CPN,24,N,N,M,Soltero,0,7.69,5.833333333333333,1,1,1
380,CPN,26,N,N,M,Soltero,0,5.5,3.0,0,0,0
381,CPN,24,N,N,M,Soltero,0,6.44,4.333333333333333,1,0,0
382,LA,28,S,N,M,Soltero,0,5.9,2.2,0,0,0
383,CPN,23,N,N,F,Soltero,0,6.43,5.0,1,0,1
384,CPN,24,S,N,F,Soltero,0,8.23,5.666666666666667,1,1,1
385,LA,23,N,N,M,Soltero,0,6.7,4.333333333333333,1,0,1
386,LA,24,N,N,F,Soltero,0,6.43,5.0,1,0,1
387,LA,25,N,N,M,Soltero,0,6.41,3.6,0,0,0
388,CPN,25,N,N,M,Soltero,0,9.0,0.3333333333333333,0,1,0
389,CPN,23,S,N,F,Soltero,0,6.67,4.666666666666667,1,0,1
390,LE,23,S,N,F,Soltero,0,7.0,3.6666666666666665,0,1,0
391,LA,24,N,N,F,Soltero,0,8.28,4.5,1,1,1
392,CPN,25,N,S,F,Soltero,0,7.14,4.0,1,1,1
393,LA,24,N,N,M,Soltero,0,7.7,5.5,1,1,1
394,CPN,23,N,N,F,Soltero,0,6.17,3.6666666666666665,0,0,0
395,CPN,25,S,N,M,Soltero,0,6.35,1.8333333333333333,0,0,0
396,CPN,41,S,N,F,Otro,2,6.28,2.5,0,0,0
397,CPN,25,S,N,F,Soltero,0,6.29,1.6666666666666667,0,0,0
398,CPN,25,N,N,M,Soltero,0,7.29,4.333333333333333,1,1,1
399,CPN,26,N,N,F,Soltero,0,6.11,1.6666666666666667,0,0,0
400,CPN,25,N,N,F,Soltero,0,7.54,3.8333333333333335,0,1,1
401,CPN,23,N,N,F,Soltero,0,7.36,4.5,1,1,1
402,LA,24,N,N,M,Soltero,0,5.85,4.5,1,0,0
403,CPN,24,S,N,M,Soltero,0,5.84,2.8333333333333335,0,0,0
404,LA,23,N,N,M,Soltero,0,7.4,6.0,1,1,1
405,LA,23,N,N,F,Soltero,0,6.72,7.0,1,0,1
406,LA,23,S,N,M,Soltero,0,6.0,1.5,0,0,0
407,CPN,23,S,N,F,Soltero,0,7.63,2.8333333333333335,0,1,0
408,LA,23,N,N,M,Soltero,0,6.56,5.333333333333333,1,0,1
409,CPN,23,S,N,F,Soltero,0,7.0,5.5,1,1,1
410,CPN,25,N,N,F,Soltero,0,5.64,2.1666666666666665,0,0,0
411,CPN,23,N,N,F,Soltero,0,6.81,4.833333333333333,1,0,1
412,CPN,24,N,N,F,Soltero,0,6.7,4.0,1,0,0
413,CPN,25,N,N,M,Soltero,0,6.95,2.8333333333333335,0,0,0
414,CPN,31,S,N,M,Soltero,0,4.61,2.0,0,0,0
415,CPN,23,N,N,M,Soltero,0,6.68,3.8333333333333335,0,0,0
416,CPN,23,S,N,M,Soltero,0,6.04,2.6666666666666665,0,0,0
417,LA,23,N,N,F,Soltero,0,6.76,4.666666666666667,1,0,1
418,LA,24,N,N,F,Soltero,0,7.03,5.5,1,1,1
419,LE,24,N,N,F,Soltero,0,7.37,5.5,1,1,1
420,LA,23,N,N,F,Soltero,0,6.81,5.833333333333333,1,0,1
421,CPN,23,S,S,F,Soltero,0,7.53,5.333333333333333,1,1,1
422,CPN,27,S,N,M,Soltero,0,6.41,3.6666666666666665,0,0,0
423,CPN,24,N,N,F,Soltero,0,6.61,4.666666666666667,1,0,1
424,CPN,23,N,N,F,Soltero,0,5.47,3.0,0,0,0
425,CPN,24,S,N,F,Soltero,0,6.94,4.166666666666667,1,0,1
426,CPN,24,N,N,F,Soltero,0,7.66,4.333333333333333,1,1,1
427,CPN,24,N,S,F,Soltero,0,8.72,6.0,1,1,1
428,CPN,24,N,N,M,Soltero,0,5.87,3.1666666666666665,0,0,0
429,CPN,23,N,S,F,Soltero,0,6.62,3.5,0,0,0
430,LA,23,N,N,M,Soltero,0,6.45,3.0,0,0,0
431,CPN,23,N,N,M,Soltero,0,5.78,1.0,0,0,0
432,CPN,24,N,N,F,Soltero,0,6.26,3.1666666666666665,0,0,0
433,CPN,26,N,N,M,Soltero,0,6.26,2.1666666666666665,0,0,0
434,CPN,23,N,S,F,Soltero,0,7.63,4.333333333333333,1,1,1
435,CPN,26,N,N,M,Soltero,0,5.76,1.8333333333333333,0,0,0
436,CPN,25,N,S,F,Soltero,0,4.93,3.3333333333333335,0,0,0
437,CPN,25,N,N,F,Soltero,0,5.84,3.5,0,0,0
438,CPN,24,N,S,F,Soltero,0,7.37,4.0,1,1,1
439,CPN,23,N,N,F,Soltero,0,5.92,3.6666666666666665,0,0,0
440,LA,24,N,N,M,Soltero,0,6.48,6.0,1,0,1
441,CPN,24,S,S,F,Soltero,0,7.1,4.0,1,1,1
442,CPN,24,N,N,M,Soltero,0,6.56,3.5,0,0,0
443,CPN,24,N,S,M,Soltero,1,6.26,4.166666666666667,1,0,0
444,CPN,23,S,N,F,Soltero,0,6.38,3.0,0,0,0
445,CPN,23,S,S,F,Soltero,0,6.6,3.5,0,0,0
446,CPN,23,N,N,F,Soltero,0,7.8,6.0,1,1,1
447,CPN,24,N,S,F,Soltero,0,6.52,3.3333333333333335,0,0,0
448,CPN,24,S,S,F,Soltero,0,5.17,3.0,0,0,0
449,CPN,24,S,S,F,Soltero,0,8.94,6.0,1,1,1
450,CPN,24,N,S,F,Soltero,0,7.59,4.166666666666667,1,1,1
451,CPN,24,S,N,M,Soltero,0,6.0,2.6666666666666665,0,0,0
452,CPN,24,N,N,M,Soltero,0,8.31,5.5,1,1,1
453,CPN,23,N,N,M,Soltero,0,7.88,4.833333333333333,1,1,1
454,LA,23,N,N,M,Soltero,0,8.19,6.4,1,1,1
455,CPN,25,N,N,F,Soltero,0,5.3,2.2,0,0,0
456,CPN,23,N,S,F,Soltero,0,7.59,5.4,1,1,1
457,CPN,23,N,N,F,Soltero,0,6.1,4.0,1,0,0
458,CPN,23,N,S,F,Soltero,0,8.58,6.0,1,1,1
459,CPN,22,N,N,F,Soltero,0,7.0,5.8,1,1,1
460,CPN,24,N,N,F,Soltero,0,7.12,4.0,1,1,1
461,CPN,23,N,N,M,Soltero,0,5.48,3.6,0,0,0
462,CPN,22,N,N,M,Soltero,0,6.31,4.0,1,0,0
463,CPN,23,N,N,F,Soltero,0,6.56,2.6,0,0,0
464,CPN,23,N,N,F,Soltero,0,5.59,2.4,0,0,0
465,CPN,25,N,N,M,Soltero,0,7.0,6.4,1,1,1
466,LA,26,N,N,M,Soltero,0,7.54,4.4,1,1,1
467,LA,23,N,N,F,Soltero,0,5.71,4.0,1,0,0
468,CPN,23,N,S,F,Soltero,0,6.67,3.4,0,0,0
469,CPN,22,N,N,F,Soltero,0,7.78,3.6,0,1,1
470,CPN,23,N,N,F,Soltero,0,7.08,6.0,1,1,1
471,CPN,23,S,N,F,Soltero,0,4.7,1.4,0,0,0
472,CPN,23,S,N,F,Soltero,0,6.57,3.4,0,0,0
473,CPN,22,S,N,F,Soltero,0,7.97,6.0,1,1,1
474,LA,25,N,S,F,Soltero,0,8.13,4.4,1,1,1
475,CPN,26,S,N,F,Soltero,1,5.64,1.8,0,0,0
476,CPN,23,N,N,M,Soltero,0,8.45,6.6,1,1,1
477,LA,22,N,N,F,Soltero,0,7.48,7.0,1,1,1
478,CPN,23,N,N,M,Soltero,0,7.29,6.2,1,1,1
479,CPN,23,N,N,F,Soltero,0,6.38,4.2,1,0,0
480,CPN,23,N,N,M,Soltero,0,7.57,5.5,1,1,1
481,LA,22,N,N,M,Soltero,0,5.6,2.6,0,0,0
482,CPN,22,N,N,M,Soltero,0,6.07,5.0,1,0,1
483,LA,22,S,N,M,Soltero,0,7.28,4.8,1,1,1
484,CPN,22,N,N,F,Soltero,0,6.78,5.6,1,0,1
485,LA,22,N,N,F,Soltero,0,7.5,6.75,1,1,1
486,CPN,22,S,N,F,Soltero,0,7.97,6.2,1,1,1
487,CPN,22,N,N,F,Soltero,0,5.81,3.6,0,0,0
488,CPN,23,S,N,M,Soltero,0,6.63,4.2,1,0,0
489,CPN,23,N,N,F,Soltero,0,7.88,6.0,1,1,1
490,CPN,22,N,N,F,Soltero,0,6.34,4.4,1,0,0
491,LE,22,S,N,M,Soltero,0,7.52,4.4,1,1,1
492,LE,22,N,N,F,Soltero,0,8.0,6.6,1,1,1
493,CPN,23,N,N,F,Soltero,0,6.22,2.4,0,0,0
494,LE,23,N,N,F,Soltero,0,8.07,4.8,1,1,1
495,LA,22,N,N,F,Soltero,0,7.4,7.2,1,1,1
496,CPN,24,N,N,F,Soltero,0,6.0,3.0,0,0,0
497,CPN,23,N,N,M,Soltero,0,7.49,6.4,1,1,1
498,CPN,23,N,N,F,Soltero,0,6.42,4.0,1,0,0
499,LA,23,N,N,F,Soltero,0,7.33,2.6,0,1,0
500,CPN,22,N,N,F,Soltero,0,7.39,5.6,1,1,1
501,LE,22,N,N,F,Soltero,0,7.24,4.0,1,1,1
502,CPN,22,N,N,F,Soltero,0,6.26,5.6,1,0,1
503,CPN,22,S,S,F,Soltero,0,7.76,5.6,1,1,1
504,CPN,22,N,S,F,Soltero,0,7.04,3.6,0,1,0
505,LA,23,N,S,F,Soltero,0,6.77,5.333333333333333,1,0,1
506,CPN,23,S,N,F,Soltero,0,6.12,4.2,1,0,0
507,CPN,22,N,N,F,Soltero,0,7.65,6.2,1,1,1
508,CPN,22,N,N,F,Soltero,0,8.81,6.4,1,1,1
509,CPN,22,S,N,F,Soltero,0,9.09,6.4,1,1,1
510,CPN,26,N,N,M,Soltero,0,7.6,1.8,0,1,0
511,CPN,23,N,S,M,Soltero,0,6.53,4.8,1,0,1
512,CPN,22,N,N,F,Soltero,0,6.17,4.2,1,0,0
513,CPN,25,N,S,F,Soltero,0,8.45,6.2,1,1,1
514,CPN,23,N,N,M,Soltero,0,6.22,3.6,0,0,0
515,CPN,23,N,N,F,Soltero,0,6.84,3.8,0,0,0
516,CPN,23,N,N,F,Soltero,0,6.62,6.8,1,0,1
517,CPN,23,N,S,F,Soltero,0,6.58,4.6,1,0,1
518,LE,22,N,N,M,Soltero,0,9.06,6.4,1,1,1
519,CPN,23,N,N,F,Soltero,0,7.03,5.2,1,1,1
520,LE,24,S,S,M,Soltero,0,7.17,3.8,0,1,0
521,CPN,23,N,N,F,Soltero,0,7.15,4.8,1,1,1
522,CPN,23,N,N,M,Soltero,0,6.06,4.0,1,0,0
523,CPN,23,N,N,F,Soltero,0,7.37,6.4,1,1,1
524,LA,23,N,N,M,Soltero,0,7.44,3.6,0,1,0
525,CPN,22,S,S,F,Soltero,0,6.91,3.8,0,0,0
526,CPN,22,N,S,F,Soltero,0,6.67,5.4,1,0,1
527,CPN,23,N,N,M,Soltero,0,7.14,6.2,1,1,1
528,CPN,22,N,N,F,Soltero,0,5.45,2.0,0,0,0
529,CPN,22,S,N,M,Soltero,0,6.14,4.2,1,0,0
530,LA,22,S,N,F,Soltero,0,5.64,3.8,0,0,0
531,CPN,26,N,N,F,Soltero,0,6.13,3.6,0,0,0
532,LE,23,N,N,M,Soltero,0,6.43,4.0,1,0,0
533,CPN,24,N,N,F,Soltero,0,7.64,1.8,0,1,0
534,CPN,22,N,S,M,Soltero,0,7.03,4.8,1,1,1
535,CPN,22,N,N,M,Soltero,0,7.28,5.0,1,1,1
536,CPN,25,S,N,F,Soltero,0,6.22,6.4,1,0,1
537,LA,25,S,N,F,Soltero,0,6.31,4.0,1,0,0
538,CPN,23,S,N,M,Soltero,0,7.11,3.0,0,1,0
539,CPN,24,N,N,M,Soltero,0,6.48,3.8,0,0,0
540,CPN,22,N,N,F,Soltero,0,6.5,4.0,1,0,0
541,CPN,26,N,N,F,Soltero,0,7.12,4.0,1,1,1
542,CPN,23,N,N,F,Soltero,0,8.23,6.0,1,1,1
543,CPN,22,N,S,F,Soltero,0,5.82,4.0,1,0,0
544,CPN,22,N,N,M,Soltero,0,6.52,4.2,1,0,0
545,CPN,22,N,N,F,Soltero,0,6.31,3.0,0,0,0
546,CPN,22,N,S,F,Casado,0,7.23,7.8,1,1,1
547,CPN,22,S,N,F,Soltero,0,6.41,4.4,1,0,1
548,CPN,22,S,N,F,Soltero,0,5.9,3.2,0,0,0
549,CPN,23,S,N,F,Soltero,0,7.28,4.0,1,1,1
550,LA,25,N,N,M,Soltero,0,6.39,4.8,1,0,1
551,CPN,23,N,S,F,Soltero,0,5.77,4.2,1,0,0
552,CPN,23,N,N,F,Soltero,0,5.68,2.8,0,0,0
553,CPN,23,N,N,F,Soltero,0,7.26,4.8,1,1,1
554,LE,23,N,N,M,Soltero,0,6.95,3.6,0,0,0
555,CPN,23,N,S,F,Soltero,0,7.33,5.4,1,1,1
556,LA,24,S,N,F,Casado,1,7.58,5.0,1,1,1
557,CPN,23,N,N,M,Soltero,0,5.12,2.4,0,0,0
558,CPN,22,N,N,F,Soltero,0,5.5,3.6,0,0,0
559,CPN,23,N,N,F,Soltero,0,6.75,5.4,1,0,1
560,CPN,23,S,N,M,Soltero,0,7.34,5.2,1,1,1
561,CPN,25,N,S,F,Soltero,0,6.86,3.2,0,0,0
562,CPN,24,N,S,F,Soltero,0,8.23,6.0,1,1,1
563,CPN,23,N,N,M,Soltero,0,7.21,6.6,1,1,1
564,CPN,23,N,N,F,Soltero,0,5.78,5.2,1,0,1
565,LA,24,N,N,F,Soltero,0,5.13,1.2,0,0,0
566,CPN,23,N,S,F,Soltero,0,5.93,3.6,0,0,0
567,CPN,23,N,N,M,Soltero,0,7.16,5.25,1,1,1
568,CPN,23,S,N,M,Soltero,0,8.62,6.6,1,1,1
569,CPN,22,S,S,F,Soltero,0,7.72,5.0,1,1,1
570,CPN,24,N,N,F,Soltero,0,4.56,2.2,0,0,0
571,CPN,23,N,N,F,Soltero,0,6.13,3.0,0,0,0
572,CPN,24,N,N,F,Soltero,0,6.93,5.4,1,0,1
573,CPN,25,S,N,F,Soltero,0,5.83,2.6,0,0,0
574,CPN,22,N,N,M,Soltero,0,7.16,5.0,1,1,1
575,CPN,23,N,S,F,Soltero,0,7.57,6.2,1,1,1
576,CPN,22,N,N,F,Soltero,0,5.21,2.2,0,0,0
577,LA,22,N,N,M,Soltero,0,7.49,7.0,1,1,1
578,LA,28,N,N,F,Soltero,0,7.75,7.2,1,1,1
579,LA,22,N,N,F,Soltero,0,8.13,5.6,1,1,1
580,LA,24,N,S,F,Soltero,0,7.17,4.2,1,1,1
581,LA,23,S,N,M,Soltero,0,6.92,4.2,1,0,1
582,CPN,23,N,N,F,Soltero,0,7.13,4.6,1,1,1
583,CPN,23,N,N,M,Soltero,0,6.33,4.0,1,0,0
584,CPN,23,S,N,M,Soltero,0,5.96,2.8,0,0,0
585,CPN,22,N,N,M,Soltero,0,6.31,4.8,1,0,1
586,CPN,23,N,N,F,Soltero,0,6.87,6.2,1,0,1
587,CPN,23,N,S,F,Soltero,0,6.37,3.6,0,0,0
588,LA,23,S,N,F,Soltero,0,6.89,7.4,1,0,1
589,CPN,24,N,N,M,Soltero,0,6.96,3.8,0,0,0
590,LA,25,S,N,F,Soltero,0,7.6,5.0,1,1,1
591,CPN,23,N,N,F,Soltero,0,7.06,5.6,1,1,1
592,LA,23,N,N,M,Soltero,0,5.1,1.8,0,0,0
593,CPN,22,N,N,F,Soltero,0,5.77,4.6,1,0,0
594,CPN,23,N,N,F,Soltero,0,7.03,4.8,1,1,1
595,CPN,22,N,N,M,Soltero,0,6.77,4.2,1,0,1
596,CPN,23,N,N,M,Soltero,0,5.79,4.2,1,0,0
597,CPN,22,N,S,M,Soltero,0,6.67,5.2,1,0,1
598,CPN,23,S,N,F,Soltero,0,7.48,6.0,1,1,1
599,LA,24,N,N,F,Soltero,0,8.29,7.0,1,1,1
600,LA,25,S,N,F,Soltero,0,5.97,3.8,0,0,0
601,LA,22,N,N,F,Soltero,0,7.0,4.8,1,1,1
602,CPN,23,N,N,M,Soltero,0,6.39,4.4,1,0,1
603,CPN,22,S,N,F,Soltero,0,6.38,4.0,1,0,0
604,LA,25,N,N,F,Soltero,0,5.13,2.0,0,0,0
605,CPN,22,N,N,M,Soltero,0,6.48,4.6,1,0,1
606,LA,26,N,N,M,Soltero,0,7.33,5.8,1,1,1
607,CPN,22,N,N,M,Soltero,0,6.03,3.8,0,0,0
608,CPN,24,N,N,F,Soltero,0,6.45,4.6,1,0,1
609,CPN,22,N,N,M,Soltero,0,5.56,3.0,0,0,0
610,LA,22,N,N,M,Soltero,0,7.57,5.0,1,1,1
611,CPN,22,N,N,M,Soltero,0,6.5,4.2,1,0,0
612,CPN,23,N,N,F,Soltero,0,5.68,2.0,0,0,0
613,CPN,23,N,S,F,Soltero,0,6.39,4.4,1,0,1
614,CPN,23,N,N,F,Soltero,0,6.18,3.8,0,0,0
615,LA,22,N,N,F,Soltero,0,7.55,7.0,1,1,1
616,CPN,23,N,N,F,Soltero,1,8.06,6.2,1,1,1
617,LE,23,N,N,M,Soltero,0,7.24,6.2,1,1,1
618,LA,22,N,N,F,Soltero,0,6.06,3.6,0,0,0
619,CPN,22,N,N,M,Soltero,0,6.92,5.8,1,0,1
620,CPN,23,S,N,F,Soltero,0,6.97,6.0,1,0,1
621,LA,24,N,S,F,Soltero,0,6.88,3.4,0,0,0
622,CPN,24,N,N,F,Soltero,0,5.67,1.6,0,0,0
623,CPN,24,N,S,F,Soltero,0,6.71,3.6,0,0,0
624,CPN,23,N,N,M,Soltero,0,7.6,4.8,1,1,1
625,CPN,25,S,S,F,Soltero,0,6.13,3.2,0,0,0
626,CPN,23,N,S,F,Soltero,0,6.24,3.2,0,0,0
627,CPN,22,N,S,M,Soltero,0,8.32,5.4,1,1,1
628,CPN,22,N,N,F,Soltero,0,8.55,6.2,1,1,1
629,CPN,23,S,N,F,Soltero,0,6.91,1.6,0,0,0
630,CPN,22,N,N,M,Soltero,0,6.91,5.0,1,0,1
631,CPN,22,S,S,F,Soltero,0,7.79,6.6,1,1,1
632,CPN,22,N,N,F,Soltero,0,6.48,4.6,1,0,1
633,CPN,22,N,N,F,Soltero,0,8.0,2.6,0,1,0
634,CPN,24,N,N,M,Soltero,1,6.05,2.8,0,0,0
635,CPN,23,N,N,M,Soltero,0,6.86,6.0,1,0,1
636,CPN,23,N,N,F,Soltero,0,6.83,4.6,1,0,1
637,CPN,22,N,N,M,Soltero,0,7.11,5.8,1,1,1
638,CPN,23,N,N,F,Soltero,0,7.44,4.8,1,1,1
639,CPN,22,S,N,F,Soltero,0,7.26,5.6,1,1,1
640,CPN,23,S,N,M,Soltero,0,6.0,1.8,0,0,0
641,CPN,23,N,N,F,Soltero,0,6.83,4.8,1,0,1
642,CPN,22,N,N,F,Soltero,0,7.67,5.0,1,1,1
643,CPN,23,N,N,F,Soltero,0,5.52,3.2,0,0,0
644,CPN,23,N,N,F,Soltero,0,6.59,4.8,1,0,1
645,CPN,24,N,N,M,Soltero,0,7.53,3.2,0,1,0
646,CPN,22,N,N,M,Soltero,0,6.46,3.4,0,0,0
647,CPN,22,N,N,M,Soltero,0,6.42,4.0,1,0,0
648,CPN,22,N,N,F,Soltero,0,7.52,4.0,1,1,1
649,CPN,23,S,N,F,Soltero,0,7.48,5.6,1,1,1
650,CPN,22,N,N,M,Soltero,0,5.37,3.2,0,0,0
651,CPN,23,N,N,F,Soltero,0,5.62,4.0,1,0,0
652,LA,22,S,N,M,Soltero,0,5.63,2.6666666666666665,0,0,0
653,CPN,24,N,N,F,Soltero,0,7.0,2.8,0,1,0
654,CPN,22,N,N,M,Soltero,0,6.86,6.6,1,0,1
655,CPN,24,N,N,M,Soltero,0,5.59,2.4,0,0,0
656,LA,23,N,N,F,Soltero,0,7.38,7.0,1,1,1
657,CPN,25,N,S,F,Soltero,0,6.97,5.0,1,0,1
658,LA,27,N,N,F,Soltero,0,7.28,4.0,1,1,1
659,CPN,23,S,N,M,Soltero,0,7.39,4.8,1,1,1
660,LLO,25,N,N,F,Soltero,0,8.0,5.333333333333333,1,1,1
661,LA,24,N,N,F,Soltero,0,6.04,3.0,0,0,0
662,CPN,25,N,N,M,Soltero,0,5.5,2.2,0,0,0
663,CPN,23,N,N,M,Soltero,0,6.37,5.8,1,0,1
664,CPN,23,N,N,M,Soltero,0,7.0,4.0,1,1,1
665,CPN,23,N,N,F,Soltero,0,5.62,3.4,0,0,0
666,LE,23,N,N,M,Soltero,0,7.61,4.8,1,1,1
667,CPN,22,N,N,F,Soltero,0,6.78,4.6,1,0,1
668,CPN,31,S,N,F,Soltero,0,7.27,2.2,0,1,0
669,LA,23,N,N,F,Soltero,0,8.09,7.5,1,1,1
670,LA,23,N,N,M,Soltero,0,6.32,3.8,0,0,0
671,CPN,23,N,N,F,Soltero,0,7.0,3.8,0,1,0
672,LA,23,N,N,F,Soltero,0,6.19,2.8,0,0,0
673,CPN,23,N,N,F,Soltero,0,6.39,3.4,0,0,0
674,CPN,23,N,N,F,Soltero,0,7.26,6.0,1,1,1
675,CPN,22,N,N,F,Soltero,0,6.0,3.6,0,0,0
676,LA,26,N,S,F,Soltero,0,6.64,3.6,0,0,0
677,CPN,23,N,N,F,Soltero,0,6.62,4.4,1,0,1
678,LA,22,N,N,F,Soltero,0,6.67,3.4,0,0,0
679,LA,22,N,N,M,Soltero,0,6.39,3.4,0,0,0
680,CPN,22,S,N,F,Soltero,0,7.13,4.0,1,1,1
681,CPN,22,N,N,F,Soltero,0,7.05,6.0,1,1,1
682,LA,23,S,N,F,Soltero,0,8.26,6.8,1,1,1
683,LE,22,N,N,F,Soltero,0,7.96,4.8,1,1,1
684,CPN,23,N,N,F,Soltero,0,7.96,5.6,1,1,1
685,LA,22,S,N,M,Soltero,0,5.54,2.4,0,0,0
686,CPN,22,N,N,M,Soltero,0,7.52,4.0,1,1,1
687,CPN,24,N,N,F,Soltero,0,6.24,2.6,0,0,0
688,CPN,22,N,N,M,Soltero,0,6.75,5.6,1,0,1
689,CPN,23,S,N,F,Soltero,0,6.33,4.8,1,0,1
690,CPN,23,N,N,F,Soltero,0,6.57,3.0,0,0,0
691,LA,23,S,N,F,Soltero,0,7.39,7.0,1,1,1
692,CPN,23,N,N,M,Soltero,0,7.31,5.8,1,1,1
693,CPN,22,N,N,F,Soltero,0,7.22,4.6,1,1,1
694,CPN,22,N,N,F,Soltero,0,6.24,3.0,0,0,0
695,CPN,22,N,N,F,Soltero,0,7.94,6.4,1,1,1
696,CPN,23,N,N,F,Soltero,0,6.81,4.8,1,0,1
697,LA,26,N,N,M,Soltero,0,6.31,3.4,0,0,0
698,CPN,23,N,N,M,Soltero,0,5.63,2.8,0,0,0
699,LE,23,N,N,F,Soltero,0,7.19,4.2,1,1,1
700,CPN,22,N,N,M,Soltero,0,6.66,5.2,1,0,1
701,CPN,23,N,N,M,Soltero,0,7.51,6.0,1,1,1
702,LE,23,N,S,M,Soltero,0,8.37,5.4,1,1,1
703,LA,23,N,N,F,Soltero,0,7.07,6.8,1,1,1
704,LA,22,N,N,F,Soltero,0,7.12,4.2,1,1,1
705,CPN,23,N,N,F,Soltero,0,5.57,3.0,0,0,0
706,LA,24,N,S,F,Soltero,0,6.88,7.333333333333333,1,0,1
707,CPN,23,S,N,F,Soltero,0,5.19,3.0,0,0,0
708,CPN,22,N,N,M,Soltero,0,7.0,5.2,1,1,1
709,LE,29,S,N,F,Soltero,0,7.0,2.6,0,1,0
710,CPN,22,S,N,M,Soltero,0,6.17,4.8,1,0,1
711,LA,27,S,N,F,Soltero,0,7.66,6.6,1,1,1
712,CPN,23,S,N,M,Soltero,0,5.5,2.4,0,0,0
713,CPN,25,S,N,M,Soltero,0,6.18,2.8,0,0,0
714,LA,23,N,N,M,Soltero,0,7.38,3.6,0,1,0
715,CPN,22,S,N,F,Soltero,0,6.82,4.4,1,0,1
716,CPN,22,N,N,F,Soltero,0,5.84,4.8,1,0,1
717,CPN,23,S,N,M,Soltero,0,7.28,6.4,1,1,1
718,LE,23,N,N,F,Soltero,0,6.42,3.2,0,0,0
719,LA,23,N,N,M,Soltero,0,6.23,4.4,1,0,0
720,CPN,23,N,N,F,Soltero,0,8.19,5.0,1,1,1
721,CPN,24,N,N,M,Soltero,0,6.23,2.8,0,0,0
722,CPN,22,S,S,F,Soltero,0,7.33,4.8,1,1,1
723,LA,23,N,N,M,Soltero,0,6.68,5.8,1,0,1
724,CPN,23,N,N,F,Soltero,0,6.86,5.4,1,0,1
725,LA,23,S,N,M,Soltero,0,7.87,7.2,1,1,1
726,CPN,23,N,N,M,Soltero,0,5.73,1.4,0,0,0
727,CPN,23,N,N,M,Soltero,0,8.76,6.6,1,1,1
728,LA,23,N,N,F,Soltero,0,6.49,5.8,1,0,1
729,LA,28,S,N,M,Soltero,0,8.81,6.6,1,1,1
730,CPN,22,N,N,F,Soltero,0,5.6,3.6,0,0,0
731,LA,22,N,N,M,Soltero,0,5.59,2.0,0,0,0
732,CPN,23,N,N,F,Soltero,0,6.84,4.0,1,0,0
733,CPN,23,N,N,M,Soltero,0,6.54,3.8,0,0,0
734,CPN,22,N,N,F,Soltero,0,6.18,4.0,1,0,0
735,LA,23,N,N,F,Soltero,0,7.23,6.0,1,1,1
736,CPN,22,N,S,F,Soltero,0,5.8,4.0,1,0,0
737,LA,32,S,N,M,Soltero,0,6.77,4.4,1,0,1
738,CPN,22,N,N,F,Soltero,0,6.08,4.6,1,0,0
739,CPN,24,N,N,M,Soltero,0,4.56,0.6,0,0,0
740,CPN,26,N,N,M,Soltero,0,7.12,3.4,0,1,0
741,CPN,24,N,S,M,Soltero,0,5.65,1.8,0,0,0
742,CPN,22,S,N,F,Soltero,0,6.97,4.4,1,0,1
743,LA,23,N,S,F,Soltero,0,5.73,2.0,0,0,0
744,LA,24,S,N,F,Soltero,0,8.36,11.666666666666666,1,1,1
745,CPN,25,N,S,F,Soltero,0,6.22,6.6,1,0,1
746,CPN,23,N,N,M,Soltero,0,7.75,6.2,1,1,1
747,LE,24,N,N,M,Soltero,3,7.53,5.0,1,1,1
748,LA,22,S,N,M,Soltero,0,6.8,5.6,1,0,1
