,Carrera,Edad,Trabajo,Beca,Genero,EstadoCivil,CantidadHijos,Prom_cAplazo,A/P,Desemp1R,Desemp2N,Desemp3RN
1145,CPN,22,N,N,F,Soltero,0,6.82,5.0,1,0,1
1146,LA,22,N,N,F,Soltero,0,7.13,4.75,1,1,1
1147,LA,25,N,N,M,Soltero,0,6.89,3.75,0,0,0
1148,CPN,21,N,N,F,Soltero,0,7.39,5.0,1,1,1
1149,LA,21,N,N,F,Soltero,0,7.0,2.25,0,1,0
1150,CPN,22,N,N,F,Soltero,0,6.33,2.25,0,0,0
1151,CPN,23,N,N,M,Soltero,0,5.79,5.0,1,0,1
1152,CPN,21,N,N,F,Soltero,0,6.67,6.0,1,0,1
1153,CPN,21,N,N,F,Soltero,0,5.46,3.0,0,0,0
1154,CPN,21,N,N,F,Soltero,0,6.82,7.25,1,0,1
1155,CPN,22,N,N,F,Soltero,0,6.86,4.75,1,0,1
1156,CPN,30,S,N,M,Soltero,0,7.27,4.75,1,1,1
1157,CPN,22,N,N,F,Soltero,0,5.75,2.25,0,0,0
1158,LA,28,S,N,F,Soltero,0,7.71,3.0,0,1,0
1159,LA,23,N,N,F,Soltero,0,5.21,3.75,0,0,0
1160,LE,23,N,N,M,Soltero,0,6.95,4.25,1,0,1
1161,CPN,22,N,N,M,Soltero,0,7.1,6.0,1,1,1
1162,LA,21,N,N,M,Soltero,0,8.22,8.75,1,1,1
1163,CPN,22,N,N,M,Soltero,0,8.1,6.75,1,1,1
1164,CPN,24,N,N,M,Soltero,0,8.58,3.0,0,1,0
1165,CPN,21,N,N,F,Soltero,0,7.93,6.5,1,1,1
1166,CPN,21,N,N,F,Soltero,0,6.5,4.75,1,0,1
1167,CPN,21,N,N,F,Soltero,0,6.85,5.0,1,0,1
1168,CPN,22,N,N,M,Soltero,0,7.52,5.0,1,1,1
1169,CPN,21,N,N,F,Soltero,0,5.53,3.75,0,0,0
1170,LA,22,S,N,F,Soltero,0,6.95,6.75,1,0,1
1171,CPN,21,N,N,F,Soltero,0,7.24,5.0,1,1,1
1172,CPN,21,N,N,F,Soltero,0,8.78,6.75,1,1,1
1173,CPN,21,N,N,M,Soltero,0,7.18,3.25,0,1,0
1174,CPN,21,S,N,M,Soltero,0,8.17,1.5,0,1,0
1175,CPN,21,N,N,F,Soltero,0,6.97,7.5,1,0,1
1176,CPN,22,N,N,F,Soltero,0,7.72,5.75,1,1,1
1177,CPN,26,N,N,M,Soltero,0,7.11,5.5,1,1,1
1178,CPN,22,N,N,M,Soltero,0,6.38,4.5,1,0,1
1179,CPN,22,N,N,M,Soltero,0,6.9,4.25,1,0,1
1180,LA,22,N,N,F,Soltero,0,5.0,2.3333333333333335,0,0,0
1181,CPN,24,S,S,M,Soltero,0,5.66,6.5,1,0,1
1182,LE,22,N,N,F,Soltero,0,8.13,5.5,1,1,1
1183,CPN,22,N,N,M,Soltero,0,6.2,1.0,0,0,0
1184,LA,22,S,N,F,Soltero,0,7.65,7.25,1,1,1
1185,LA,22,N,N,M,Soltero,0,7.54,6.75,1,1,1
1186,CPN,22,N,N,F,Soltero,0,8.19,6.5,1,1,1
1187,CPN,21,N,N,F,Soltero,0,6.48,7.5,1,0,1
1188,LA,21,N,N,M,Soltero,0,7.31,7.5,1,1,1
1189,CPN,22,N,N,M,Soltero,0,7.1,4.25,1,1,1
1190,LA,22,S,N,M,Soltero,0,7.66,6.25,1,1,1
1191,LA,22,N,N,M,Soltero,0,5.88,3.75,0,0,0
1192,LA,21,N,N,F,Soltero,0,6.7,6.0,1,0,1
1193,LA,25,N,N,M,Soltero,0,6.95,4.0,1,0,0
1194,LA,22,N,N,M,Soltero,0,6.14,3.25,0,0,0
1195,LA,31,S,S,F,Soltero,1,6.17,4.0,1,0,0
1196,CPN,22,N,N,M,Soltero,0,7.7,6.0,1,1,1
1197,CPN,21,N,N,M,Soltero,0,6.69,4.75,1,0,1
1198,LLO,23,N,S,F,Soltero,0,8.03,7.5,1,1,1
1199,LA,21,N,N,M,Soltero,0,7.39,5.0,1,1,1
1200,CPN,27,N,N,F,Soltero,0,5.27,2.75,0,0,0
1201,LLO,30,S,N,M,Soltero,0,8.04,5.75,1,1,1
1202,LA,23,S,N,F,Soltero,0,8.21,6.5,1,1,1
1203,CPN,25,N,N,F,Soltero,0,6.39,5.25,1,0,1
1204,CPN,33,N,S,F,Casado,1,9.38,6.0,1,1,1
1205,LA,25,N,S,M,Soltero,0,6.36,4.5,1,0,1
1206,CPN,25,N,N,M,Soltero,0,7.07,5.5,1,1,1
1207,CPN,22,N,N,M,Soltero,0,6.23,4.25,1,0,0
1208,LA,23,N,N,M,Soltero,0,6.21,4.5,1,0,0
1209,LA,29,S,N,F,Soltero,0,6.0,1.75,0,0,0
1210,CPN,22,N,N,M,Soltero,0,6.64,4.75,1,0,1
1211,CPN,25,N,N,M,Soltero,0,5.91,4.666666666666667,1,0,0
1212,LLO,28,S,N,M,Soltero,0,8.09,5.0,1,1,1
1213,LLO,27,S,N,M,Soltero,0,7.48,7.0,1,1,1
1214,LA,21,N,N,F,Soltero,0,6.7,7.0,1,0,1
1215,CPN,23,N,N,F,Soltero,0,7.09,5.25,1,1,1
1216,LA,21,N,N,F,Soltero,0,6.94,6.75,1,0,1
1217,LA,24,S,N,M,Soltero,0,7.18,6.0,1,1,1
1218,LA,24,N,N,M,Soltero,0,7.11,7.5,1,1,1
1219,CPN,25,S,N,F,Soltero,0,5.71,3.5,0,0,0
1220,CPN,26,N,N,F,Soltero,0,5.15,1.5714285714285714,0,0,0
1221,LA,38,S,N,F,Soltero,1,5.46,1.4761904761904763,0,0,0
1222,LA,36,S,N,M,Soltero,0,5.6,1.7222222222222223,0,0,0
1223,CPN,26,S,N,F,Soltero,0,6.6,3.4444444444444446,0,0,0
1224,LA,25,N,N,M,Soltero,0,6.76,4.375,1,0,1
1225,CPN,32,S,N,M,Soltero,0,5.66,1.6923076923076923,0,0,0
1226,LE,36,S,N,M,Soltero,0,7.14,2.6666666666666665,0,1,0
1227,CPN,33,S,N,M,Soltero,0,6.15,2.066666666666667,0,0,0
1228,LA,25,N,N,F,Soltero,0,7.2,5.142857142857143,1,1,1
1229,CPN,24,N,N,M,Soltero,0,4.56,1.1428571428571428,0,0,0
1230,CPN,25,N,N,M,Soltero,0,5.31,2.0,0,0,0
1231,CPN,30,S,N,F,Soltero,1,7.53,3.0,0,1,0
1232,LA,25,N,N,M,Soltero,0,6.6,4.428571428571429,1,0,1
1233,CPN,36,S,N,M,Casado,1,6.53,1.8421052631578947,0,0,0
1234,CPN,23,S,S,F,Soltero,0,6.21,3.3333333333333335,0,0,0
1235,LA,60,N,N,F,Casado,0,7.59,1.71875,0,1,0
1236,LA,59,S,N,M,Casado,3,6.38,1.3225806451612903,0,0,0
1237,CPN,50,S,N,M,Casado,3,5.11,1.7666666666666666,0,0,0
1238,CPN,48,S,N,F,Casado,2,6.32,1.875,0,0,0
1239,CPN,46,S,N,M,Otro,3,5.56,2.4,0,0,0
1240,CPN,46,S,N,M,Casado,2,5.26,2.230769230769231,0,0,0
1241,CPN,48,S,N,M,Casado,1,5.37,2.2222222222222223,0,0,0
1242,LA,45,S,N,M,Soltero,3,6.03,1.1818181818181819,0,0,0
1243,CPN,45,S,N,F,Casado,2,5.81,1.2608695652173914,0,0,0
1244,LA,45,N,N,F,Casado,2,7.11,1.0909090909090908,0,1,0
1245,CPN,45,S,N,M,Casado,2,5.9,2.260869565217391,0,0,0
1246,LE,45,N,N,F,Casado,1,6.0,2.0,0,0,0
1247,CPN,44,S,N,M,Casado,1,5.55,2.4,0,0,0
1248,CPN,45,S,N,F,Soltero,0,6.33,2.44,0,0,0
1249,LA,45,S,N,F,Soltero,0,6.55,1.64,0,0,0
1250,LA,45,S,N,F,Otro,2,7.24,2.04,0,1,0
1251,CPN,45,S,N,M,Soltero,1,5.74,1.1666666666666667,0,0,0
1252,CPN,44,S,N,F,Casado,3,6.02,2.52,0,0,0
1253,LE,45,S,N,F,Casado,2,9.0,1.08,0,1,0
1254,CPN,45,S,N,M,Casado,3,5.9,2.4166666666666665,0,0,0
1255,LE,44,S,N,M,Casado,2,7.0,2.0,0,1,0
1256,LA,44,S,N,F,Casado,2,6.14,1.4090909090909092,0,0,0
1257,CPN,43,S,N,F,Soltero,0,6.89,1.1666666666666667,0,0,0
1258,CPN,43,N,N,F,Casado,3,5.96,1.3636363636363635,0,0,0
1259,LE,44,S,N,F,Casado,3,6.71,0.9130434782608695,0,0,0
1260,CPN,42,S,N,F,Otro,2,7.69,2.375,0,1,0
1261,CPN,43,S,N,F,Soltero,0,5.6,2.5,0,0,0
1262,LA,44,S,N,M,Casado,2,6.53,1.125,0,0,0
1263,CPN,43,S,N,F,Soltero,0,6.94,2.3333333333333335,0,0,0
1264,CPN,44,S,N,F,Casado,2,5.82,2.4583333333333335,0,0,0
1265,LE,42,S,N,M,Casado,3,6.83,1.1304347826086956,0,0,0
1266,CPN,41,S,N,F,Casado,2,6.21,1.0869565217391304,0,0,0
1267,LE,41,S,N,F,Casado,2,5.83,1.3478260869565217,0,0,0
1268,LA,42,S,N,F,Soltero,0,5.7,1.5,0,0,0
1269,CPN,43,S,N,F,Soltero,0,7.06,1.4090909090909092,0,1,0
1270,CPN,41,S,N,F,Soltero,0,6.61,1.3478260869565217,0,0,0
1271,CPN,42,S,N,F,Soltero,0,7.52,1.2173913043478262,0,1,0
1272,LA,43,S,N,F,Soltero,0,6.21,1.3333333333333333,0,0,0
1273,LA,42,S,N,M,Casado,3,6.62,1.2272727272727273,0,0,0
1274,CPN,41,S,N,F,Casado,1,7.27,1.2272727272727273,0,1,0
1275,CPN,42,S,N,F,Soltero,0,5.4,1.173913043478261,0,0,0
1276,LE,41,S,N,M,Soltero,0,6.95,1.434782608695652,0,0,0
1277,CPN,41,N,N,F,Soltero,0,7.0,1.4782608695652173,0,1,0
1278,LE,41,S,N,M,Casado,3,6.54,1.3478260869565217,0,0,0
1279,LA,45,S,N,M,Soltero,1,6.18,1.619047619047619,0,0,0
1280,LA,47,S,N,F,Soltero,0,6.67,1.565217391304348,0,0,0
1281,LE,41,S,N,F,Casado,2,6.45,1.391304347826087,0,0,0
1282,CPN,41,S,N,F,Soltero,0,7.22,1.4782608695652173,0,1,0
1283,CPN,43,N,N,F,Casado,1,5.59,1.4782608695652173,0,0,0
1284,LA,40,S,N,F,Soltero,1,6.71,1.6363636363636365,0,0,0
1285,LA,39,S,N,F,Soltero,0,7.45,1.6,0,1,0
1286,LA,39,S,N,F,Casado,2,7.36,1.6363636363636365,0,1,0
1287,CPN,44,S,N,F,Casado,1,7.05,3.5,0,1,0
1288,CPN,41,S,N,F,Soltero,3,6.02,1.5,0,0,0
1289,LE,40,S,N,M,Soltero,1,6.71,1.5454545454545454,0,0,0
1290,CPN,39,S,N,F,Soltero,0,5.67,1.3636363636363635,0,0,0
1291,CPN,39,S,N,M,Casado,2,5.93,1.3636363636363635,0,0,0
1292,CPN,41,S,N,F,Casado,2,5.74,1.4545454545454546,0,0,0
1293,CPN,41,S,N,F,Soltero,1,5.87,1.3181818181818181,0,0,0
1294,LE,40,S,N,M,Soltero,1,7.05,1.5454545454545454,0,1,0
1295,CPN,40,S,N,M,Otro,2,5.66,1.5454545454545454,0,0,0
1296,LA,42,S,N,F,Soltero,1,5.72,1.5454545454545454,0,0,0
1297,LA,39,S,N,F,Casado,2,6.43,1.5714285714285714,0,0,0
1298,CPN,42,S,N,F,Soltero,1,5.58,1.619047619047619,0,0,0
1299,LA,39,S,N,M,Soltero,0,6.38,1.7142857142857142,0,0,0
1300,LA,40,S,N,F,Casado,2,6.36,1.5238095238095237,0,0,0
1301,LE,39,S,N,F,Soltero,0,5.89,1.6666666666666667,0,0,0
1302,LA,38,S,N,F,Soltero,0,7.66,2.0588235294117645,0,1,0
1303,CPN,38,S,N,F,Soltero,0,6.7,0.9047619047619048,0,0,0
1304,CPN,44,S,N,M,Soltero,0,5.73,1.380952380952381,0,0,0
1305,CPN,39,S,N,M,Soltero,0,5.68,1.8666666666666667,0,0,0
1306,LA,38,S,N,M,Casado,2,7.33,1.7142857142857142,0,1,0
1307,LA,39,S,N,F,Casado,3,6.04,1.7619047619047619,0,0,0
1308,LA,41,S,N,M,Soltero,0,6.37,1.7142857142857142,0,0,0
1309,LA,39,S,N,M,Casado,3,7.42,1.5714285714285714,0,1,0
1310,CPN,39,S,N,M,Soltero,1,6.04,1.6,0,0,0
1311,LA,38,S,N,M,Casado,2,6.69,1.55,0,0,0
1312,LA,40,S,N,F,Soltero,0,6.1,1.55,0,0,0
1313,CPN,38,S,N,F,Casado,0,5.56,1.75,0,0,0
1314,LA,38,S,N,F,Casado,3,6.58,1.7,0,0,0
1315,CPN,38,S,N,M,Soltero,0,5.31,1.75,0,0,0
1316,LA,37,S,N,F,Soltero,0,6.78,1.8,0,0,0
1317,LA,38,S,N,M,Soltero,0,6.95,1.7,0,0,0
1318,CPN,39,S,N,M,Soltero,0,5.7,1.8,0,0,0
1319,CPN,38,S,N,F,Soltero,0,6.93,1.75,0,0,0
1320,CPN,37,S,N,M,Casado,0,5.88,1.75,0,0,0
1321,LE,38,S,N,M,Casado,2,6.0,1.7,0,0,0
1322,CPN,39,S,N,M,Casado,1,5.77,1.75,0,0,0
1323,CPN,40,N,N,F,Soltero,0,7.0,1.55,0,1,0
1324,LA,38,S,N,F,Casado,1,6.8,1.8,0,0,0
1325,CPN,38,S,N,F,Casado,1,7.42,1.0909090909090908,0,1,0
1326,CPN,39,N,N,F,Soltero,1,5.39,1.65,0,0,0
1327,CPN,38,S,N,M,Casado,0,6.5,1.7,0,0,0
1328,CPN,38,S,N,F,Otro,2,6.31,1.55,0,0,0
1329,CPN,36,N,N,F,Soltero,2,6.17,1.736842105263158,0,0,0
1330,CPN,38,S,N,M,Casado,1,5.27,1.6842105263157894,0,0,0
1331,LA,36,S,N,F,Casado,1,7.08,1.894736842105263,0,1,0
1332,CPN,37,S,N,F,Soltero,0,5.8,1.6842105263157894,0,0,0
1333,CPN,37,S,N,F,Soltero,2,5.59,1.631578947368421,0,0,0
1334,CPN,38,S,N,F,Soltero,0,5.87,1.8421052631578947,0,0,0
1335,CPN,37,S,N,F,Soltero,1,5.62,1.8421052631578947,0,0,0
1336,CPN,36,N,N,M,Soltero,1,6.24,1.894736842105263,0,0,0
1337,LA,37,S,N,M,Casado,0,6.61,1.631578947368421,0,0,0
1338,LA,37,S,N,M,Casado,2,6.85,1.736842105263158,0,0,0
1339,CPN,37,S,N,F,Otro,1,5.84,1.7894736842105263,0,0,0
1340,CPN,36,S,N,M,Soltero,0,5.63,1.8421052631578947,0,0,0
1341,LA,36,S,N,F,Casado,2,6.21,1.8823529411764706,0,0,0
1342,CPN,38,S,N,F,Soltero,0,5.69,1.5263157894736843,0,0,0
1343,LA,37,S,N,M,Casado,1,6.88,1.736842105263158,0,0,0
1344,LE,37,S,N,F,Casado,1,7.91,1.736842105263158,0,1,0
1345,LA,36,S,N,F,Casado,0,7.05,1.7894736842105263,0,1,0
1346,CPN,37,S,N,F,Soltero,0,5.62,1.8421052631578947,0,0,0
1347,LE,36,S,N,F,Casado,2,7.86,1.736842105263158,0,1,0
1348,CPN,37,S,N,F,Casado,2,5.98,1.736842105263158,0,0,0
1349,CPN,37,S,N,F,Soltero,3,7.1,1.7894736842105263,0,1,0
1350,LA,35,S,N,M,Soltero,1,6.31,2.0,0,0,0
1351,CPN,35,S,N,M,Soltero,0,5.95,1.8888888888888888,0,0,0
1352,CPN,36,S,N,F,Soltero,0,6.35,1.9444444444444444,0,0,0
1353,LA,35,S,N,F,Soltero,2,6.67,2.0,0,0,0
1354,LA,36,S,N,M,Soltero,0,6.14,1.9444444444444444,0,0,0
1355,CPN,35,S,N,M,Casado,0,6.59,1.5555555555555556,0,0,0
1356,CPN,35,S,N,F,Soltero,0,6.1,1.8333333333333333,0,0,0
1357,CPN,35,S,N,F,Casado,1,5.31,1.8888888888888888,0,0,0
1358,LA,38,N,N,F,Soltero,0,6.63,1.9444444444444444,0,0,0
1359,CPN,38,N,N,F,Soltero,0,7.25,1.2,0,1,0
1360,CPN,35,N,N,F,Casado,2,6.34,1.8888888888888888,0,0,0
1361,LA,37,S,N,M,Soltero,0,6.36,3.1,0,0,0
1362,LA,35,S,N,F,Soltero,1,7.18,2.0,0,1,0
1363,LA,36,S,N,F,Soltero,1,6.32,1.8888888888888888,0,0,0
1364,CPN,35,S,N,F,Soltero,1,5.85,1.7777777777777777,0,0,0
1365,CPN,35,S,N,F,Casado,0,5.52,2.0,0,0,0
1366,LA,36,S,N,F,Soltero,0,6.02,1.9444444444444444,0,0,0
1367,CPN,35,S,N,F,Soltero,0,5.64,1.9444444444444444,0,0,0
1368,LA,36,S,N,F,Soltero,1,6.35,1.9444444444444444,0,0,0
1369,LE,36,S,N,M,Casado,1,6.79,1.6666666666666667,0,0,0
1370,LA,35,S,N,F,Soltero,0,6.35,2.0588235294117645,0,0,0
1371,LA,36,S,N,F,Soltero,0,5.64,2.1176470588235294,0,0,0
1372,CPN,35,S,N,M,Soltero,2,5.58,2.0588235294117645,0,0,0
1373,LA,35,S,N,M,Soltero,2,6.57,2.0,0,0,0
1374,LE,51,S,N,M,Soltero,0,9.25,1.0,0,1,0
1375,LA,35,S,N,M,Soltero,0,6.91,2.1176470588235294,0,0,0
1376,LLO,36,S,N,F,Soltero,0,8.33,3.0,0,1,0
1377,CPN,34,S,N,M,Soltero,1,6.81,1.9411764705882353,0,0,0
1378,LA,36,S,N,F,Otro,2,6.63,2.0588235294117645,0,0,0
1379,CPN,34,N,N,F,Soltero,1,5.34,1.8235294117647058,0,0,0
1380,CPN,37,S,N,F,Soltero,1,6.47,2.2,0,0,0
1381,CPN,34,S,N,M,Soltero,0,6.0,1.5294117647058822,0,0,0
1382,LA,35,S,N,M,Soltero,2,6.58,2.1176470588235294,0,0,0
1383,CPN,35,S,N,F,Soltero,0,5.96,2.1176470588235294,0,0,0
1384,CPN,35,S,N,M,Soltero,0,5.84,2.0588235294117645,0,0,0
1385,LA,35,S,N,F,Soltero,1,7.56,1.875,0,1,0
1386,CPN,36,S,N,M,Soltero,0,6.04,1.9411764705882353,0,0,0
1387,CPN,35,S,N,F,Casado,0,6.17,1.8823529411764706,0,0,0
1388,CPN,36,S,N,F,Casado,1,5.91,2.1176470588235294,0,0,0
1389,LA,34,S,N,F,Casado,0,6.76,2.1176470588235294,0,0,0
1390,CPN,35,N,N,M,Soltero,0,6.39,2.0588235294117645,0,0,0
1391,CPN,35,S,N,M,Casado,1,6.54,1.8823529411764706,0,0,0
1392,CPN,35,S,S,F,Soltero,0,5.36,2.25,0,0,0
1393,CPN,35,S,N,F,Casado,1,5.26,2.0,0,0,0
1394,CPN,34,S,N,F,Soltero,2,6.65,2.25,0,0,0
1395,LA,33,S,N,M,Casado,0,6.45,2.25,0,0,0
1396,CPN,35,S,N,F,Casado,1,5.31,2.0625,0,0,0
1397,LE,34,S,N,F,Soltero,0,7.63,2.0625,0,1,0
1398,LA,33,S,N,M,Soltero,0,8.24,2.1875,0,1,0
1399,CPN,33,S,N,M,Soltero,0,5.61,2.0625,0,0,0
1400,CPN,35,S,N,F,Soltero,0,5.65,1.75,0,0,0
1401,CPN,34,S,N,M,Casado,1,5.8,2.1875,0,0,0
1402,LA,34,S,N,F,Soltero,0,6.13,2.25,0,0,0
1403,CPN,34,S,N,F,Soltero,0,6.69,0.8,0,0,0
1404,LA,33,S,N,M,Soltero,0,6.98,2.769230769230769,0,0,0
1405,LE,33,S,N,F,Casado,1,7.2,2.0625,0,1,0
1406,CPN,34,S,N,F,Casado,1,6.55,2.25,0,0,0
1407,LA,34,S,N,F,Casado,1,7.0,2.4285714285714284,0,1,0
1408,CPN,33,S,N,M,Casado,0,6.38,2.1875,0,0,0
1409,CPN,35,N,N,F,Soltero,3,6.73,2.25,0,0,0
1410,LA,33,S,N,M,Soltero,0,7.0,3.4,0,1,0
1411,LA,35,S,N,F,Casado,1,6.58,2.25,0,0,0
1412,LA,34,S,N,M,Casado,1,6.88,2.8461538461538463,0,0,0
1413,LA,34,S,N,M,Casado,2,6.33,2.6923076923076925,0,0,0
1414,CPN,33,S,N,F,Casado,2,5.94,2.125,0,0,0
1415,LA,39,S,N,M,Soltero,0,5.83,2.25,0,0,0
1416,LE,33,N,N,F,Soltero,0,5.78,2.0625,0,0,0
1417,LA,33,S,N,F,Soltero,0,5.34,1.625,0,0,0
1418,CPN,33,N,N,M,Soltero,0,7.44,2.1875,0,1,0
1419,CPN,33,S,N,F,Soltero,0,5.98,1.875,0,0,0
1420,CPN,34,S,N,M,Soltero,0,7.0,2.1875,0,1,0
1421,CPN,33,S,N,M,Casado,0,7.34,2.25,0,1,0
1422,CPN,32,S,N,F,Soltero,0,6.02,2.2666666666666666,0,0,0
1423,CPN,33,S,N,F,Soltero,0,6.67,2.4,0,0,0
1424,LA,33,S,N,F,Casado,0,6.71,2.4,0,0,0
1425,CPN,32,S,N,F,Soltero,0,6.4,2.4,0,0,0
1426,LA,33,S,N,M,Soltero,2,6.48,2.3333333333333335,0,0,0
1427,LA,32,S,N,M,Soltero,0,6.89,3.272727272727273,0,0,0
1428,LE,34,S,N,M,Casado,1,7.3,2.2,0,1,0
1429,CPN,33,S,N,F,Soltero,0,6.21,1.6666666666666667,0,0,0
1430,CPN,33,S,N,F,Soltero,0,6.65,2.4,0,0,0
1431,CPN,33,S,N,F,Casado,1,6.76,2.2666666666666666,0,0,0
1432,CPN,32,S,N,F,Casado,2,6.4,2.066666666666667,0,0,0
1433,CPN,34,S,N,F,Soltero,1,5.73,1.4666666666666666,0,0,0
1434,LA,32,S,N,M,Soltero,0,5.93,2.4,0,0,0
1435,LE,32,S,N,M,Soltero,0,8.0,2.466666666666667,0,1,0
1436,CPN,33,S,N,F,Casado,1,5.9,1.4666666666666666,0,0,0
1437,LA,33,S,N,F,Soltero,0,6.02,2.3333333333333335,0,0,0
1438,LE,33,S,N,F,Casado,0,7.3,2.2,0,1,0
1439,CPN,33,S,N,M,Casado,0,5.91,2.3333333333333335,0,0,0
1440,CPN,33,S,N,F,Casado,1,6.1,2.4,0,0,0
1441,LA,32,S,N,F,Soltero,0,6.76,2.3333333333333335,0,0,0
1442,CPN,33,N,N,M,Soltero,0,6.78,2.1333333333333333,0,0,0
1443,LA,33,S,N,F,Soltero,0,5.67,2.4,0,0,0
1444,CPN,32,S,N,M,Soltero,0,5.8,1.6666666666666667,0,0,0
1445,LA,33,S,N,M,Casado,1,6.17,2.8333333333333335,0,0,0
1446,LE,33,S,N,M,Soltero,0,6.29,2.2,0,0,0
1447,LA,32,S,N,M,Soltero,0,6.09,2.3333333333333335,0,0,0
1448,LA,33,S,N,F,Soltero,0,6.74,2.076923076923077,0,0,0
1449,CPN,33,S,N,F,Soltero,0,6.04,2.066666666666667,0,0,0
1450,CPN,33,S,N,M,Casado,2,5.75,2.4,0,0,0
1451,CPN,32,S,N,F,Soltero,0,6.08,2.0,0,0,0
1452,CPN,33,S,N,F,Soltero,0,5.77,2.2666666666666666,0,0,0
1453,CPN,33,S,N,F,Soltero,0,5.92,1.4,0,0,0
1454,CPN,39,N,N,F,Soltero,0,5.74,2.2666666666666666,0,0,0
1455,CPN,33,N,S,F,Casado,2,7.62,2.1333333333333333,0,1,0
1456,CPN,32,N,N,F,Casado,2,8.43,1.9333333333333333,0,1,0
1457,CPN,34,N,N,F,Casado,1,6.42,2.066666666666667,0,0,0
1458,CPN,33,S,N,F,Soltero,0,6.07,2.2,0,0,0
1459,CPN,35,S,N,F,Soltero,0,6.22,2.142857142857143,0,0,0
1460,CPN,32,S,N,F,Casado,2,5.63,2.5,0,0,0
1461,LA,34,S,N,M,Soltero,0,6.92,3.6666666666666665,0,0,0
1462,CPN,36,N,N,F,Soltero,0,5.78,2.2857142857142856,0,0,0
1463,CPN,32,N,N,F,Soltero,0,6.0,2.2142857142857144,0,0,0
1464,LA,33,S,N,M,Soltero,0,6.77,2.357142857142857,0,0,0
1465,LA,32,S,N,F,Casado,0,5.85,2.0714285714285716,0,0,0
1466,LA,31,N,N,F,Casado,1,6.84,2.5,0,0,0
1467,CPN,32,S,N,M,Soltero,2,5.76,2.5714285714285716,0,0,0
1468,CPN,33,S,N,M,Soltero,0,5.8,2.4285714285714284,0,0,0
1469,LA,31,N,N,F,Soltero,0,6.11,4.0,1,0,0
1470,LA,31,S,N,F,Soltero,0,6.2,2.2857142857142856,0,0,0
1471,CPN,31,S,N,F,Soltero,0,6.79,1.3333333333333333,0,0,0
1472,LA,31,S,N,F,Soltero,0,5.96,2.357142857142857,0,0,0
1473,CPN,32,N,N,F,Soltero,0,6.27,1.9285714285714286,0,0,0
1474,LA,32,S,N,F,Soltero,0,5.65,2.0,0,0,0
1475,LA,31,S,N,F,Soltero,0,5.67,2.142857142857143,0,0,0
1476,CPN,31,S,N,F,Casado,0,6.0,1.9285714285714286,0,0,0
1477,LA,31,S,N,F,Soltero,0,6.58,2.5714285714285716,0,0,0
1478,CPN,31,S,N,F,Soltero,0,5.34,1.2142857142857142,0,0,0
1479,CPN,31,S,N,F,Soltero,0,6.63,2.357142857142857,0,0,0
1480,CPN,31,S,S,F,Soltero,0,5.58,2.5714285714285716,0,0,0
1481,LA,32,S,N,F,Soltero,0,6.74,2.5714285714285716,0,0,0
1482,CPN,31,S,N,M,Soltero,0,6.04,2.2142857142857144,0,0,0
1483,CPN,32,S,N,M,Soltero,0,5.81,2.5,0,0,0
1484,CPN,32,S,N,F,Soltero,0,6.06,2.5,0,0,0
1485,LA,32,S,N,M,Casado,0,6.08,2.5714285714285716,0,0,0
1486,LA,32,S,N,M,Soltero,0,5.96,2.5714285714285716,0,0,0
1487,CPN,32,S,N,M,Soltero,0,6.67,1.3333333333333333,0,0,0
1488,CPN,33,S,S,F,Soltero,0,5.82,2.0714285714285716,0,0,0
1489,LE,33,S,N,M,Soltero,0,6.63,2.0,0,0,0
1490,LA,32,S,N,M,Soltero,0,6.64,2.0714285714285716,0,0,0
1491,LA,32,S,N,F,Soltero,0,5.82,2.2857142857142856,0,0,0
1492,CPN,32,S,N,F,Soltero,0,5.47,1.125,0,0,0
1493,CPN,31,S,N,F,Soltero,0,6.53,2.2142857142857144,0,0,0
1494,CPN,32,S,N,M,Soltero,0,6.31,2.357142857142857,0,0,0
1495,LA,33,S,N,M,Soltero,0,6.17,2.5714285714285716,0,0,0
1496,CPN,31,S,S,M,Casado,3,6.91,2.5714285714285716,0,0,0
1497,LA,32,S,N,F,Soltero,0,6.12,2.5714285714285716,0,0,0
1498,CPN,32,N,N,F,Soltero,0,5.85,2.0714285714285716,0,0,0
1499,LA,32,S,N,F,Soltero,0,7.46,4.666666666666667,1,1,1
1500,CPN,31,S,N,F,Soltero,0,6.37,2.0,0,0,0
1501,CPN,31,S,N,F,Casado,0,6.08,2.0,0,0,0
1502,LLO,32,N,N,M,Soltero,0,8.39,7.333333333333333,1,1,1
1503,CPN,31,S,N,F,Soltero,1,5.62,1.7692307692307692,0,0,0
1504,LA,30,S,N,M,Soltero,0,6.43,2.769230769230769,0,0,0
1505,CPN,31,S,N,M,Casado,0,6.65,2.3846153846153846,0,0,0
1506,CPN,31,S,N,M,Soltero,0,5.63,2.769230769230769,0,0,0
1507,CPN,31,N,N,F,Casado,1,6.0,1.7692307692307692,0,0,0
1508,CPN,30,N,N,F,Casado,1,6.68,2.0,0,0,0
1509,CPN,31,S,N,M,Soltero,0,5.97,2.769230769230769,0,0,0
1510,CPN,30,S,N,F,Soltero,1,6.19,2.3846153846153846,0,0,0
1511,CPN,31,S,N,M,Soltero,0,5.97,2.769230769230769,0,0,0
1512,LA,33,S,N,F,Casado,0,5.95,2.769230769230769,0,0,0
