ID,Carrera,Edad,AyudaFamiliar,PlanSocial,Trabajo,Beca,HsTrabSem,Genero,EstadoCivil,SituacionPadre,SituacionMadre,CantidadHijos,ViveCon,CP,Aprobadas,Reprobadas,Prom_cAplazo,Plazo, A/P ,DesempR,DesempC
1186,LA,25,S,N,S,N,3,M,1,0,0,0,3,5500,30,3,7.63,5,  6.00 ,  45.78 ,1
1190,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5570,10,13,5.39,5,  2.00 ,  10.78 ,0
1191,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,13,9,5.91,5,  2.60 ,  15.37 ,0
1192,LA,35,N,N,S,N,2,F,1,0,0,0,2,5547,23,1,8.55,5,  4.60 ,  39.33 ,1
1193,CPN,24,S,N,S,N,,M,1,0,0,0,3,5500,8,5,5.5,3,  2.67 ,  14.67 ,0
1193,LE,24,S,N,S,N,,M,1,0,0,0,3,5500,3,2,4.8,5,  0.60 ,  2.88 ,0
1194,LA,24,S,N,N,N,0,F,1,0,0,0,3,5505,15,16,5.68,5,  3.00 ,  17.04 ,0
1195,CPN,24,N,N,N,N,0,F,1,0,1,0,1,5515,24,4,6.89,5,  4.80 ,  33.07 ,1
1196,LA,24,,,,,,M,1,0,0,0,3,5500,27,6,7.1,5,  5.40 ,  38.34 ,1
1198,LA,32,S,N,N,N,0,F,1,1,0,1,3,5600,16,1,7.76,5,  3.20 ,  24.83 ,1
1199,LE,22,S,N,N,N,0,F,1,0,0,0,3,5500,18,5,6.7,5,  3.60 ,  24.12 ,1
1203,LE,23,S,N,N,N,0,M,1,0,0,0,3,5519,22,3,7.76,5,  4.40 ,  34.14 ,1
1204,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5500,27,13,5.79,5,  5.40 ,  31.27 ,1
1205,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5521,28,11,5.94,5,  5.60 ,  33.26 ,1
1207,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5515,21,13,6.09,5,  4.20 ,  25.58 ,1
1208,LE,23,S,N,N,N,0,F,1,0,0,0,3,5500,26,0,8.62,5,  5.20 ,  44.82 ,1
1209,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5521,9,10,5.32,5,  1.80 ,  9.58 ,0
1210,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5500,21,7,6.79,5,  4.20 ,  28.52 ,1
1211,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5523,28,4,7.25,5,  5.60 ,  40.60 ,1
1212,CPN,22,S,N,N,N,0,F,1,1,0,0,3,5505,24,8,6.75,5,  4.80 ,  32.40 ,1
1213,CPN,22,S,N,N,N,0,F,1,0,0,0,,5539,32,2,7.76,5,  6.40 ,  49.66 ,1
1214,LE,23,N,N,S,N,2,F,1,0,0,0,3,5513,26,0,8.31,5,  5.20 ,  43.21 ,1
1215,CPN,27,S,N,N,N,0,M,1,0,0,0,3,5539,10,6,5.5,5,  2.00 ,  11.00 ,0
1216,LA,23,S,N,N,N,0,M,1,0,0,0,3,5500,22,6,6.79,4,  5.50 ,  37.35 ,1
1217,CPN,23,S,N,S,N,2,F,1,0,0,0,3,5505,19,15,5.76,4,  4.75 ,  27.36 ,1
1218,LA,24,N,N,S,N,3,M,1,0,0,0,3,5501,14,13,6.17,5,  2.80 ,  17.28 ,0
1219,CPN,23,N,N,N,N,0,M,1,0,0,0,3,5500,13,10,5.52,5,  2.60 ,  14.35 ,0
1221,LA,23,S,N,N,N,0,F,1,0,0,0,3,5501,27,9,6.67,4,  6.75 ,  45.02 ,1
1222,LA,24,S,N,N,N,0,M,1,0,0,0,3,5600,28,4,7.6,5,  5.60 ,  42.56 ,1
1224,CPN,22,S,S,N,N,0,F,1,0,0,0,3,5500,22,7,6.62,5,  4.40 ,  29.13 ,1
1225,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5567,30,1,8.73,5,  6.00 ,  52.38 ,1
1226,LE,23,S,N,N,N,0,M,1,0,0,0,3,5500,31,0,8.35,5,  6.20 ,  51.77 ,1
1227,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5539,29,2,7.48,5,  5.80 ,  43.38 ,1
1228,CPN,22,S,N,S,N,3,M,1,0,0,0,3,5501,18,14,5.53,5,  3.60 ,  19.91 ,0
1229,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5507,30,8,6.97,5,  6.00 ,  41.82 ,1
1230,LA,22,S,N,N,N,0,M,1,0,0,0,3,5500,26,9,6.91,5,  5.20 ,  35.93 ,1
1231,LA,22,S,N,N,N,0,F,1,0,0,0,3,5539,21,8,6.93,5,  4.20 ,  29.11 ,1
1232,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,23,10,6.73,5,  4.60 ,  30.96 ,1
1233,LA,23,S,N,S,N,1,M,1,0,0,0,5,5505,28,3,8.19,5,  5.60 ,  45.86 ,1
1234,CPN,23,S,N,S,N,,F,1,0,1,0,3,5500,11,3,6.29,5,  2.20 ,  13.84 ,0
1235,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5533,24,7,6.74,5,  4.80 ,  32.35 ,1
1236,LA,23,S,N,S,N,2,F,1,0,0,0,3,5523,25,3,7.29,5,  5.00 ,  36.45 ,1
1237,LA,22,N,N,S,N,3,M,1,0,0,0,3,5501,22,2,7.25,5,  4.40 ,  31.90 ,1
1239,LA,23,S,N,N,N,0,M,1,0,0,0,3,5525,35,1,8.42,5,  7.00 ,  58.94 ,1
1240,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5539,32,0,8.88,5,  6.40 ,  56.83 ,1
1241,CPN,24,S,N,S,N,4,F,1,0,0,0,3,5507,20,5,6.76,5,  4.00 ,  27.04 ,1
1242,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5507,28,10,6.53,5,  5.60 ,  36.57 ,1
1259,LLO,45,N,N,S,N,4,M,1,0,0,2,3,5500,24,3,7.22,5,  4.80 ,  34.66 ,1
1279,LGNR,31,N,N,N,N,0,M,1,0,0,0,,5500,15,4,6.68,5,  3.00 ,  20.04 ,0
1283,LGNR,28,N,N,S,N,3,M,1,0,0,0,3,5513,15,0,7.4,5,  3.00 ,  22.20 ,0
1304,CPN,24,N,S,N,N,0,M,1,0,0,0,3,5505,19,9,5.72,5,  3.80 ,  21.74 ,0
1308,LLO,24,N,N,S,N,1,M,1,0,0,0,3,5523,6,6,5.25,5,  1.20 ,  6.30 ,0
1311,LLO,26,N,S,S,S,3,M,1,0,0,0,3,5519,27,3,7.4,5,  5.40 ,  39.96 ,1
1317,LLO,24,S,N,N,N,0,M,1,0,0,0,3,5500,33,8,7.27,5,  6.60 ,  47.98 ,1
1320,LLO,24,S,N,S,N,2,M,1,0,0,0,3,5519,11,5,6.06,5,  2.20 ,  13.33 ,0
1322,LLO,31,S,N,N,N,0,F,1,0,0,0,3,5600,20,8,6.71,5,  4.00 ,  26.84 ,1
1324,LLO,29,N,N,S,N,,F,1,0,0,0,3,5521,23,10,6.52,5,  4.60 ,  29.99 ,1
1372,CPN,24,N,S,S,N,3,F,1,0,0,0,3,5521,35,7,7.38,6,  5.83 ,  43.05 ,1
1382,LGNR,30,S,N,S,N,,F,1,0,0,0,4,5584,10,2,8.08,4,  2.50 ,  20.20 ,0
1398,LGNR,30,S,N,S,N,,M,1,0,0,0,3,5523,12,17,5.24,4,  3.00 ,  15.72 ,0
1407,CPN,24,S,N,S,S,3,F,1,0,0,0,3,5519,25,3,7.76,4,  6.25 ,  48.50 ,1
1415,LGNR,59,S,N,N,N,0,F,1,1,1,0,4,5505,0,0,,4,  -   ,  -   ,0
1418,CPN,22,S,N,N,N,0,F,1,1,0,0,3,5513,11,2,7.08,4,  2.75 ,  19.47 ,0
1428,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5500,23,2,8.12,4,  5.75 ,  46.69 ,1
1436,LGNR,25,N,N,S,N,3,F,1,0,0,0,1,5539,7,2,7.33,4,  1.75 ,  12.83 ,0
1444,LGNR,25,S,N,N,N,0,F,1,0,0,1,3,5523,11,2,7,4,  2.75 ,  19.25 ,0
1448,LGNR,47,S,N,N,N,0,F,1,0,0,2,5,5521,12,19,5.19,4,  3.00 ,  15.57 ,0
1450,LGNR,25,S,N,N,N,0,F,1,1,0,0,3,5500,10,0,8.4,2,  5.00 ,  42.00 ,1
1455,CPN,22,S,S,N,N,0,M,1,0,0,0,1,5521,31,13,6.31,4,  7.75 ,  48.90 ,1
1458,CPN,22,S,N,N,N,0,F,1,1,0,1,2,5500,6,4,6,4,  1.50 ,  9.00 ,0
1459,CPN,22,S,N,S,N,1,F,1,0,0,0,3,5539,15,10,6.32,4,  3.75 ,  23.70 ,0
1462,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5577,9,0,7.89,4,  2.25 ,  17.75 ,0
1463,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5533,22,10,6.69,4,  5.50 ,  36.80 ,1
1464,CPN,24,N,N,N,N,0,F,1,0,0,0,1,5505,15,3,7.11,4,  3.75 ,  26.66 ,1
1465,LA,22,S,N,S,N,,F,1,1,0,0,4,5500,20,5,7.2,4,  5.00 ,  36.00 ,1
1466,CPN,23,N,N,N,N,0,F,1,0,0,0,3,1001,14,11,6.12,4,  3.50 ,  21.42 ,0
1467,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5519,16,5,6.81,4,  4.00 ,  27.24 ,1
1470,CPN,23,N,N,N,N,0,M,1,0,0,0,3,5589,29,8,6.83,4,  7.25 ,  49.52 ,1
1471,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5509,12,9,5.9,4,  3.00 ,  17.70 ,0
1472,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5500,26,5,7.13,4,  6.50 ,  46.35 ,1
1475,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5513,18,1,7.53,4,  4.50 ,  33.89 ,1
1476,LA,22,N,N,N,N,0,M,1,0,0,0,3,5519,15,3,7,4,  3.75 ,  26.25 ,1
1479,LA,21,N,N,N,N,0,M,1,0,0,0,3,5505,15,5,6.35,4,  3.75 ,  23.81 ,0
1480,LA,22,N,N,N,N,0,F,1,0,0,0,3,5600,15,5,6.35,3,  5.00 ,  31.75 ,1
1480,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5600,6,4,6.2,4,  1.50 ,  9.30 ,0
1484,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5571,25,9,6.85,4,  6.25 ,  42.81 ,1
1485,CPN,22,S,N,N,S,0,M,1,0,0,0,3,5505,22,5,6.78,4,  5.50 ,  37.29 ,1
1487,LE,23,S,N,S,N,,M,1,0,0,0,3,5509,8,4,5.3,4,  2.00 ,  10.60 ,0
1488,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5570,32,10,6.5,4,  8.00 ,  52.00 ,1
1489,CPN,24,S,N,N,N,0,F,1,1,0,0,3,5587,24,18,5.34,4,  6.00 ,  32.04 ,1
1490,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5501,25,6,7.58,4,  6.25 ,  47.38 ,1
1492,CPN,22,S,N,N,N,0,M,1,0,1,0,3,5500,22,9,6.65,4,  5.50 ,  36.58 ,1
1493,LA,21,S,N,N,N,0,F,1,1,0,0,5,5535,20,10,6.37,4,  5.00 ,  31.85 ,1
1494,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,19,5,6.71,4,  4.75 ,  31.87 ,1
1495,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5500,25,6,7,4,  6.25 ,  43.75 ,1
1497,LE,22,S,N,N,N,0,M,1,0,0,0,3,5539,9,10,5.57,4,  2.25 ,  12.53 ,0
1498,CPN,25,S,N,N,S,0,F,1,0,0,0,3,5500,23,3,7.42,4,  5.75 ,  42.67 ,1
1499,CPN,22,N,S,N,N,0,M,1,0,0,0,3,5600,16,6,6.64,4,  4.00 ,  26.56 ,1
1500,LA,21,S,N,N,N,0,F,1,0,0,0,3,5601,16,12,5.86,4,  4.00 ,  23.44 ,0
1501,LA,23,N,N,N,S,0,F,1,0,0,0,3,5507,13,3,7.13,3,  4.33 ,  30.90 ,1
1501,CPN,23,N,N,N,S,0,F,1,0,0,0,3,5507,6,3,6.44,4,  1.50 ,  9.66 ,0
1503,CPN,23,S,S,N,S,0,F,1,0,0,0,3,5505,25,15,6.37,4,  6.25 ,  39.81 ,1
1504,CPN,26,S,S,N,N,0,M,1,0,0,0,3,5519,12,4,6.94,4,  3.00 ,  20.82 ,0
1505,LA,25,S,N,S,N,3,M,1,0,0,0,3,5533,30,1,7.97,4,  7.50 ,  59.78 ,1
1507,CPN,21,N,N,S,N,3,M,1,0,0,0,4,5501,25,2,7.92,3,  8.33 ,  66.00 ,1
1508,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5525,24,14,6.22,4,  6.00 ,  37.32 ,1
1509,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5500,24,11,6.41,4,  6.00 ,  38.46 ,1
1510,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5500,11,4,7,4,  2.75 ,  19.25 ,0
1511,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5500,24,7,7.39,4,  6.00 ,  44.34 ,1
1514,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5539,8,5,6.42,4,  2.00 ,  12.84 ,0
1516,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5501,20,8,6.64,4,  5.00 ,  33.20 ,1
1518,LE,22,S,N,N,S,0,F,1,0,0,0,3,5501,16,3,8.14,4,  4.00 ,  32.56 ,1
1519,LA,24,S,N,N,N,0,M,1,0,0,0,3,5519,27,6,7.38,4,  6.75 ,  49.82 ,1
1520,CPN,23,S,N,N,S,0,M,1,0,0,0,3,5523,12,11,5.52,4,  3.00 ,  16.56 ,0
1522,CPN,21,S,S,N,N,0,F,1,0,0,0,3,5525,24,9,6.41,4,  6.00 ,  38.46 ,1
1523,LA,21,S,N,N,N,0,F,1,0,0,0,3,5501,22,4,7.19,4,  5.50 ,  39.55 ,1
1524,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5525,16,14,5.8,4,  4.00 ,  23.20 ,0
1526,LA,21,S,N,N,N,0,F,1,0,0,0,3,5570,12,10,5.68,4,  3.00 ,  17.04 ,0
1531,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5531,18,15,5.73,4,  4.50 ,  25.79 ,1
1532,CPN,21,S,S,N,N,0,F,1,0,0,0,3,5527,30,8,7.14,4,  7.50 ,  53.55 ,1
1533,LE,26,S,N,N,S,0,F,1,0,0,0,3,5509,12,12,5.82,4,  3.00 ,  17.46 ,0
1535,LA,25,N,N,N,S,0,F,1,0,0,0,3,5544,10,18,6.17,4,  2.50 ,  15.43 ,0
1536,LA,22,S,N,N,N,0,F,1,0,0,0,3,5505,20,9,6.17,4,  5.00 ,  30.85 ,1
1539,LE,21,S,N,N,N,0,M,1,0,0,0,3,5521,9,2,7.33,2,  4.50 ,  32.99 ,1
1540,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,25,15,5.82,4,  6.25 ,  36.38 ,1
1541,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5500,4,15,3.84,4,  1.00 ,  3.84 ,0
1542,LA,21,S,N,N,N,0,M,1,0,0,0,3,5539,6,5,7.33,4,  1.50 ,  11.00 ,0
1543,CPN,53,S,N,N,N,0,F,2,1,0,3,4,5539,12,5,6.65,4,  3.00 ,  19.95 ,0
1544,LA,22,S,N,N,N,0,M,1,0,0,0,3,5501,28,4,7.69,4,  7.00 ,  53.83 ,1
1546,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5577,27,4,7.94,4,  6.75 ,  53.60 ,1
1548,CPN,22,S,N,N,N,0,M,1,1,0,0,3,5500,17,10,6.22,4,  4.25 ,  26.44 ,1
1549,CPN,30,S,N,N,N,0,F,1,0,0,2,3,5515,6,5,6,4,  1.50 ,  9.00 ,0
1550,LLO,21,N,N,N,S,0,F,1,0,0,0,3,5596,5,5,6,3,  1.67 ,  10.00 ,0
1550,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5596,4,4,5.88,4,  1.00 ,  5.88 ,0
1553,CPN,25,S,N,N,N,0,F,1,1,0,0,3,5567,23,8,6.54,4,  5.75 ,  37.61 ,1
1554,LLO,23,S,N,N,N,0,M,1,0,0,0,3,5600,6,5,5.55,2,  3.00 ,  16.65 ,0
1555,LA,22,S,N,S,N,2,M,1,0,0,0,2,5507,18,1,8.16,4,  4.50 ,  36.72 ,1
1556,CPN,22,N,S,N,N,0,F,1,0,0,0,3,5505,22,7,6.86,4,  5.50 ,  37.73 ,1
1559,LA,34,S,N,N,N,0,F,1,0,0,0,3,5541,10,1,8.17,4,  2.50 ,  20.43 ,0
1560,CPN,22,S,N,N,S,0,M,1,0,0,0,3,5500,24,7,6.94,4,  6.00 ,  41.64 ,1
1562,CPN,26,S,N,S,N,,M,1,0,0,0,3,5523,3,3,4.83,4,  0.75 ,  3.62 ,0
1563,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5570,11,12,5.17,4,  2.75 ,  14.22 ,0
1564,CPN,22,N,N,S,N,4,F,1,0,0,0,1,5570,4,5,5.78,4,  1.00 ,  5.78 ,0
1567,LA,26,N,N,N,S,0,F,1,0,0,0,3,5519,14,6,7.17,4,  3.50 ,  25.10 ,1
1568,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5600,18,6,6.92,4,  4.50 ,  31.14 ,1
1569,LLO,23,S,N,N,N,0,M,1,0,0,0,3,5507,10,9,5.05,4,  2.50 ,  12.63 ,0
1570,LA,21,S,N,N,N,0,M,1,0,0,0,,5500,2,5,5.17,2,  1.00 ,  5.17 ,0
1572,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5500,25,4,7.03,4,  6.25 ,  43.94 ,1
1573,CPN,22,S,N,N,N,0,F,1,0,0,0,1,5570,12,13,5.72,4,  3.00 ,  17.16 ,0
1576,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5600,24,0,8.17,4,  6.00 ,  49.02 ,1
1577,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5507,23,2,7.88,4,  5.75 ,  45.31 ,1
1578,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5501,25,2,8.15,4,  6.25 ,  50.94 ,1
1579,LA,21,S,N,N,N,0,F,1,0,0,0,5,5582,16,4,7.25,4,  4.00 ,  29.00 ,1
1581,LA,23,N,N,N,N,0,M,1,0,0,0,3,5570,27,0,8.22,4,  6.75 ,  55.49 ,1
1583,LA,21,N,N,N,N,0,M,1,0,0,0,3,5539,24,2,7.69,4,  6.00 ,  46.14 ,1
1584,CPN,22,N,N,N,N,0,M,1,0,0,0,3,5500,14,6,6.7,4,  3.50 ,  23.45 ,0
1585,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5500,17,2,8.21,4,  4.25 ,  34.89 ,1
1586,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5513,31,6,7.06,4,  7.75 ,  54.72 ,1
1587,LA,23,S,N,N,N,0,M,1,0,0,0,3,5500,14,8,6.6,4,  3.50 ,  23.10 ,0
1590,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5521,2,0,7,3,  0.67 ,  4.67 ,0
1591,CPN,27,S,N,S,N,3,F,1,0,0,0,3,5513,7,5,5.89,4,  1.75 ,  10.31 ,0
1594,CPN,23,S,N,N,N,0,M,1,0,0,0,5,5521,30,6,6.38,4,  7.50 ,  47.85 ,1
1595,CPN,21,S,N,S,N,3,M,1,0,0,0,3,5501,31,3,7.34,4,  7.75 ,  56.89 ,1
1596,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5539,37,15,6.48,4,  9.25 ,  59.94 ,1
1598,CPN,31,S,N,N,N,0,F,1,1,1,1,3,5519,27,4,6.14,4,  6.75 ,  41.45 ,1
1599,LA,24,N,N,S,N,3,M,1,1,0,0,3,5539,6,4,7.33,4,  1.50 ,  11.00 ,0
1601,CPN,21,S,N,N,N,0,F,1,0,0,0,1,5544,18,6,6.67,4,  4.50 ,  30.02 ,1
1602,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5505,27,10,6.68,4,  6.75 ,  45.09 ,1
1603,LLO,51,,,,,,F,1,0,0,2,,5500,26,8,6.68,4,  6.50 ,  43.42 ,1
1604,LLO,33,N,N,S,N,4,M,1,0,0,0,1,5539,16,0,8.44,4,  4.00 ,  33.76 ,1
1605,LLO,22,S,N,N,N,0,M,1,0,0,0,3,5501,25,5,6.9,4,  6.25 ,  43.13 ,1
1606,LA,22,S,N,S,N,1,F,1,0,0,0,1,5507,20,6,7.19,4,  5.00 ,  35.95 ,1
1607,LLO,21,S,N,N,N,0,F,1,0,0,0,3,5521,30,4,7.47,4,  7.50 ,  56.03 ,1
1610,CPN,21,S,S,N,N,0,F,1,0,0,0,3,5519,18,8,6.54,4,  4.50 ,  29.43 ,1
1611,CPN,22,S,N,N,N,0,M,1,0,0,0,2,5501,24,5,7.45,4,  6.00 ,  44.70 ,1
1612,CPN,23,N,N,N,S,0,F,1,1,0,0,3,5521,17,7,6.67,4,  4.25 ,  28.35 ,1
1614,CPN,21,S,S,N,N,0,M,1,0,0,0,3,5500,26,1,8.7,4,  6.50 ,  56.55 ,1
1616,CPN,30,N,N,S,N,3,F,1,0,0,0,1,5700,22,2,7.54,4,  5.50 ,  41.47 ,1
1617,LE,27,N,N,N,S,0,M,1,0,0,0,2,5501,29,3,8.23,4,  7.25 ,  59.67 ,1
1618,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5547,20,6,7.27,4,  5.00 ,  36.35 ,1
1620,LA,22,S,N,N,N,0,F,1,0,0,0,3,5519,24,9,6.85,4,  6.00 ,  41.10 ,1
1621,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5547,25,20,5.7,4,  6.25 ,  35.63 ,1
1622,LA,22,S,N,N,N,0,M,1,0,0,0,3,5535,31,0,8.77,4,  7.75 ,  67.97 ,1
1625,LA,26,N,N,S,N,4,M,1,0,0,0,3,5541,11,10,5.71,4,  2.75 ,  15.70 ,0
1626,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5527,24,7,7.06,4,  6.00 ,  42.36 ,1
1627,LA,22,S,N,N,N,0,F,1,0,0,0,3,5500,19,7,7.15,4,  4.75 ,  33.96 ,1
1629,LA,23,S,N,N,N,0,F,1,0,1,0,3,5505,5,0,9,2,  2.50 ,  22.50 ,0
1632,CPN,27,S,N,N,N,0,F,1,1,0,0,3,5600,7,2,6.67,4,  1.75 ,  11.67 ,0
1634,LLO,22,S,N,N,N,0,F,1,0,0,0,3,5501,11,12,5,4,  2.75 ,  13.75 ,0
1635,LA,23,N,N,N,N,0,M,1,0,0,0,3,5519,23,1,7.18,4,  5.75 ,  41.29 ,1
1640,CPN,21,S,N,N,N,0,F,1,0,0,1,3,5533,28,8,6.79,4,  7.00 ,  47.53 ,1
1641,LA,22,S,N,N,N,0,M,1,0,0,0,3,5603,22,10,6.63,4,  5.50 ,  36.47 ,1
1642,LA,22,N,N,N,N,0,M,1,0,0,0,3,5539,20,2,7.59,4,  5.00 ,  37.95 ,1
1643,LE,21,S,N,N,N,0,M,1,0,0,0,3,5501,1,1,3,3,  0.33 ,  1.00 ,0
1649,LA,21,S,N,N,N,0,F,1,0,0,0,2,5500,16,8,6.38,4,  4.00 ,  25.52 ,1
1651,LA,22,S,N,N,N,0,M,1,0,0,0,1,5519,24,6,6.83,4,  6.00 ,  40.98 ,1
1653,CPN,24,N,N,N,N,0,F,1,0,0,0,3,5539,10,17,5.37,4,  2.50 ,  13.43 ,0
1656,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5507,17,5,6.55,4,  4.25 ,  27.84 ,1
1657,CPN,44,N,N,S,N,3,F,1,1,1,0,1,5519,7,2,6.56,4,  1.75 ,  11.48 ,0
1658,CPN,24,N,N,N,N,0,F,1,0,0,0,3,5501,19,10,6.48,4,  4.75 ,  30.78 ,1
1659,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5501,22,9,6.81,4,  5.50 ,  37.46 ,1
1661,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5519,13,5,6.61,4,  3.25 ,  21.48 ,0
1663,LA,22,S,N,N,S,0,F,1,0,0,0,3,5501,20,2,7.64,4,  5.00 ,  38.20 ,1
1668,LA,21,N,N,N,N,0,F,1,0,0,0,3,5501,26,0,8.19,4,  6.50 ,  53.24 ,1
1670,LA,28,N,N,S,S,3,M,2,0,0,0,4,5501,11,0,7.64,4,  2.75 ,  21.01 ,0
1671,CPN,22,N,N,N,N,0,M,1,0,0,0,3,5523,15,12,5.41,4,  3.75 ,  20.29 ,0
1673,CPN,21,S,N,N,N,0,M,1,0,0,0,1,5501,20,12,6.22,4,  5.00 ,  31.10 ,1
1674,LA,22,N,N,N,N,0,F,1,0,0,0,3,5600,26,3,7.52,4,  6.50 ,  48.88 ,1
1675,LA,22,S,N,N,N,0,F,1,0,0,0,3,5501,20,4,7,4,  5.00 ,  35.00 ,1
1676,LA,22,S,N,N,N,0,M,1,0,0,0,3,5521,25,0,8.52,4,  6.25 ,  53.25 ,1
1679,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5500,8,21,4.34,4,  2.00 ,  8.68 ,0
1681,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5539,27,1,8.36,4,  6.75 ,  56.43 ,1
1683,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5544,35,7,6.6,4,  8.75 ,  57.75 ,1
1685,LA,22,S,N,N,N,0,F,1,0,0,0,3,5515,14,9,6.04,4,  3.50 ,  21.14 ,0
1688,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5515,17,4,7.29,4,  4.25 ,  30.98 ,1
1691,CPN,21,N,N,S,N,,M,1,1,0,0,3,5544,19,14,5.79,4,  4.75 ,  27.50 ,1
1692,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5507,32,11,6.73,4,  8.00 ,  53.84 ,1
1693,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,20,2,7.55,4,  5.00 ,  37.75 ,1
1695,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5515,7,11,4.5,4,  1.75 ,  7.88 ,0
1696,LA,23,S,N,N,N,0,M,1,0,0,0,3,5517,15,4,6.63,4,  3.75 ,  24.86 ,1
1697,LA,28,S,N,S,N,1,M,1,0,0,0,3,5515,17,4,7.8,4,  4.25 ,  33.15 ,1
1698,CPN,22,N,N,S,N,3,F,1,0,0,0,3,5507,24,3,7.67,4,  6.00 ,  46.02 ,1
1699,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5505,12,24,4.81,4,  3.00 ,  14.43 ,0
1703,LE,21,N,N,S,N,3,F,1,0,0,0,1,5500,23,6,7.31,4,  5.75 ,  42.03 ,1
1704,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5541,20,5,7.24,4,  5.00 ,  36.20 ,1
1705,CPN,22,N,N,N,N,0,F,1,0,0,0,3,5519,14,4,7.11,4,  3.50 ,  24.89 ,1
1706,CPN,22,S,N,N,N,0,M,1,0,0,0,2,5529,17,14,6.03,4,  4.25 ,  25.63 ,1
1707,CPN,21,N,N,N,N,0,F,1,1,0,0,,5523,23,2,7.76,4,  5.75 ,  44.62 ,1
1708,LA,25,S,N,N,N,0,M,1,0,0,0,3,5501,17,5,7.5,4,  4.25 ,  31.88 ,1
1710,LA,22,S,N,S,N,,M,1,0,0,0,3,5570,19,2,7.52,4,  4.75 ,  35.72 ,1
1711,CPN,21,S,S,N,N,0,M,1,0,0,0,3,5501,19,8,6.15,4,  4.75 ,  29.21 ,1
1712,CPN,22,S,S,N,S,0,F,1,0,0,1,3,5600,15,17,4.93,4,  3.75 ,  18.49 ,0
1714,LA,25,S,N,N,N,0,F,1,0,0,0,3,5519,18,4,6.58,4,  4.50 ,  29.61 ,1
