ID,Carrera,Edad,AyudaFamiliar,PlanSocial,Trabajo,Beca,HsTrabSem,Genero,EstadoCivil,SituacionPadre,SituacionMadre,CantidadHijos,ViveCon,CP,Aprobadas,Reprobadas,Prom_cAplazo,Plazo, A/P ,DesempR,DesempC
23112,CPN,26,S,N,N,S,0,F,1,0,0,0,3,5570,25,3,7.25,7,  3.57 ,  25.89 ,1
23113,LA,24,S,N,S,N,3,F,1,0,0,0,3,5523,37,5,7.76,7,  5.29 ,  41.02 ,1
23114,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5519,32,6,7.26,7,  4.57 ,  33.19 ,1
23115,CPN,23,N,N,N,N,0,F,1,0,0,0,4,5515,31,9,6.95,7,  4.43 ,  30.78 ,1
23117,CPN,25,S,N,N,N,0,M,1,0,0,0,3,5600,34,3,7.6,7,  4.86 ,  36.91 ,1
23156,CPN,20,S,N,N,N,0,M,1,0,1,0,3,5500,25,0,8.09,3,  8.33 ,  67.42 ,1
23159,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5519,36,0,8.5,3,  12.00 ,  102.00 ,1
23160,CPN,21,N,N,S,S,1,M,1,0,0,0,3,5513,23,5,7.04,3,  7.67 ,  53.97 ,1
23161,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5519,6,6,5.25,3,  2.00 ,  10.50 ,0
23162,CPN,22,,,,,,F,1,0,0,0,3,5577,16,10,6.46,3,  5.33 ,  34.45 ,1
23165,CPN,21,S,N,N,N,0,F,1,,,,3,5509,17,3,6.95,3,  5.67 ,  39.38 ,1
23167,CPN,26,S,N,S,N,1,M,1,0,0,0,3,5570,14,9,5.8,3,  4.67 ,  27.07 ,1
23168,CPN,25,S,N,N,N,0,F,1,0,0,0,4,5570,4,2,6.33,3,  1.33 ,  8.44 ,0
23169,CPN,21,S,N,N,N,0,F,1,0,0,1,3,5600,11,8,5.63,3,  3.67 ,  20.64 ,0
23171,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5500,18,7,6.54,3,  6.00 ,  39.24 ,1
23173,CPN,21,,,,,,F,1,0,0,0,3,5533,6,6,5.58,3,  2.00 ,  11.16 ,0
23174,CPN,21,S,N,N,N,0,M,1,1,0,0,3,5523,17,3,6.95,3,  5.67 ,  39.38 ,1
23176,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5523,19,9,6.62,3,  6.33 ,  41.93 ,1
23178,CPN,22,S,N,N,N,0,F,1,0,0,1,4,5571,15,5,6.8,3,  5.00 ,  34.00 ,1
23182,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5573,17,7,6.67,3,  5.67 ,  37.80 ,1
23186,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5620,4,3,6.29,3,  1.33 ,  8.39 ,0
23188,CPN,20,N,N,N,N,0,M,1,1,0,0,3,5505,18,4,7.36,3,  6.00 ,  44.16 ,1
23189,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5521,20,5,6.88,3,  6.67 ,  45.87 ,1
23191,CPN,20,S,S,N,N,0,M,1,0,0,0,3,5507,13,0,7.77,3,  4.33 ,  33.67 ,1
23192,CPN,22,S,N,N,N,0,F,1,1,0,0,1,5507,19,4,6.64,3,  6.33 ,  42.05 ,1
23193,CPN,20,N,N,S,N,4,F,1,0,0,0,1,5539,26,10,6.15,3,  8.67 ,  53.30 ,1
23194,CPN,21,S,N,N,S,0,M,1,0,0,0,3,5603,18,3,7.33,3,  6.00 ,  43.98 ,1
23195,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5600,21,10,6.43,3,  7.00 ,  45.01 ,1
23200,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5535,29,4,7.58,3,  9.67 ,  73.27 ,1
23202,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5500,18,3,7.41,3,  6.00 ,  44.46 ,1
23203,CPN,20,N,N,N,N,0,M,1,0,0,0,3,5539,36,0,8.35,3,  12.00 ,  100.20 ,1
23206,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5513,14,10,6.04,3,  4.67 ,  28.19 ,1
23208,CPN,21,S,N,N,N,0,M,1,0,0,,3,5500,20,6,6.5,3,  6.67 ,  43.33 ,1
23211,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5584,16,7,6.19,3,  5.33 ,  33.01 ,1
23214,CPN,20,S,N,S,N,1,M,1,0,0,0,3,5539,8,8,5.56,3,  2.67 ,  14.83 ,0
23215,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5501,16,3,7.37,3,  5.33 ,  39.31 ,1
23216,CPN,20,S,N,S,S,2,F,1,0,0,0,3,5521,12,7,6,3,  4.00 ,  24.00 ,1
23219,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5533,15,3,6.94,3,  5.00 ,  34.70 ,1
23220,CPN,20,N,N,S,N,2,F,1,0,0,1,,5505,24,3,7.08,3,  8.00 ,  56.64 ,1
23222,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5507,19,0,8.1,3,  6.33 ,  51.30 ,1
23226,CPN,20,,,S,,3,F,1,0,0,0,3,5539,12,5,5.76,3,  4.00 ,  23.04 ,0
23228,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5560,17,11,6.28,3,  5.67 ,  35.59 ,1
23235,CPN,25,S,S,N,N,0,M,1,0,0,0,3,5519,19,1,7.63,3,  6.33 ,  48.32 ,1
23238,CPN,20,N,N,N,N,0,F,1,0,0,0,,5505,16,7,6.61,3,  5.33 ,  35.25 ,1
23239,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5501,17,5,7.17,3,  5.67 ,  40.63 ,1
23240,CPN,20,N,N,N,N,0,F,1,0,0,0,3,5544,8,13,5.14,3,  2.67 ,  13.71 ,0
23241,CPN,26,S,N,N,N,0,F,1,0,0,0,3,5500,29,2,7.92,3,  9.67 ,  76.56 ,1
23243,CPN,24,S,N,N,S,0,M,1,0,0,0,2,5533,19,7,6.46,3,  6.33 ,  40.91 ,1
23245,CPN,20,N,N,N,N,0,M,1,0,0,0,,5500,16,0,8.5,3,  5.33 ,  45.33 ,1
23246,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5501,11,5,6.63,3,  3.67 ,  24.31 ,1
23248,CPN,20,N,N,N,N,0,M,1,0,0,0,3,5500,18,4,6.91,3,  6.00 ,  41.46 ,1
23250,CPN,21,,,,,,M,1,0,0,0,3,5500,29,6,6.94,3,  9.67 ,  67.09 ,1
23251,CPN,20,S,N,N,S,0,F,1,0,0,0,3,5519,6,2,7.5,3,  2.00 ,  15.00 ,0
23252,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5505,17,0,8.33,3,  5.67 ,  47.20 ,1
23254,CPN,21,N,N,S,N,2,M,1,0,0,0,3,5501,8,9,5.71,3,  2.67 ,  15.23 ,0
23259,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5539,9,20,4.81,3,  3.00 ,  14.43 ,0
23260,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5541,12,19,5.39,3,  4.00 ,  21.56 ,0
23263,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5500,20,0,8.1,3,  6.67 ,  54.00 ,1
23264,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5589,20,8,6.78,3,  6.67 ,  45.20 ,1
23267,LA,21,S,N,N,N,0,M,1,0,0,0,3,5539,11,2,8,2,  5.50 ,  44.00 ,1
23270,CPN,20,S,N,N,S,0,F,1,0,0,0,3,5509,30,6,6.65,3,  10.00 ,  66.50 ,1
23271,CPN,20,N,N,N,N,0,F,1,0,0,0,3,5539,16,2,7.56,3,  5.33 ,  40.32 ,1
23272,CPN,21,S,N,N,N,0,M,1,0,0,0,3,2354,9,13,5.59,3,  3.00 ,  16.77 ,0
23274,CPN,20,S,N,S,N,1,F,1,0,0,0,3,5525,19,4,7,3,  6.33 ,  44.33 ,1
23275,CPN,21,,,,,,F,1,0,0,0,3,5519,7,4,6.09,3,  2.33 ,  14.21 ,0
23276,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5577,15,6,6.58,3,  5.00 ,  32.90 ,1
23277,CPN,20,N,N,N,S,0,M,1,0,0,0,3,5503,15,5,6.55,3,  5.00 ,  32.75 ,1
23278,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5500,12,7,6.32,3,  4.00 ,  25.28 ,1
23280,CPN,21,,,,,,F,1,0,0,0,3,5523,21,9,6.21,3,  7.00 ,  43.47 ,1
23281,CPN,20,S,N,S,N,,F,1,0,0,0,3,5515,8,7,5.77,3,  2.67 ,  15.39 ,0
23283,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5511,17,2,7.74,3,  5.67 ,  43.86 ,1
23284,CPN,23,N,N,N,S,0,F,1,0,0,0,2,5517,12,7,6.16,3,  4.00 ,  24.64 ,1
23288,CPN,34,N,N,S,N,1,M,1,0,0,0,5,5600,12,15,5.39,3,  4.00 ,  21.56 ,0
23289,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5600,17,13,5.9,3,  5.67 ,  33.43 ,1
23291,CPN,22,N,N,N,N,0,M,1,0,0,0,,5539,24,4,7.04,3,  8.00 ,  56.32 ,1
23292,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5501,20,4,7.52,3,  6.67 ,  50.13 ,1
23295,CPN,22,S,N,N,N,0,F,1,0,0,0,2,5509,10,3,7.08,3,  3.33 ,  23.60 ,0
23296,CPN,53,S,N,N,N,0,F,1,1,0,2,4,5539,14,10,5.17,3,  4.67 ,  24.13 ,1
23297,CPN,20,N,N,N,N,0,M,1,0,0,0,3,5539,19,2,7.95,3,  6.33 ,  50.35 ,1
23298,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5541,17,6,7.3,3,  5.67 ,  41.37 ,1
23299,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5600,19,9,6.21,3,  6.33 ,  39.33 ,1
23300,CPN,23,N,N,N,N,0,F,1,0,0,0,,5533,7,7,5.29,3,  2.33 ,  12.34 ,0
23301,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5539,11,11,5.59,3,  3.67 ,  20.50 ,0
23302,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5603,35,3,8,3,  11.67 ,  93.33 ,1
23303,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5596,17,2,7.95,3,  5.67 ,  45.05 ,1
23304,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5500,12,7,5.79,3,  4.00 ,  23.16 ,0
23305,LA,21,S,N,N,N,0,M,1,0,0,0,3,5570,8,3,7.1,2,  4.00 ,  28.40 ,1
23306,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5539,19,4,7.92,3,  6.33 ,  50.16 ,1
23307,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5589,29,13,6.35,3,  9.67 ,  61.38 ,1
23309,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5600,26,4,7.1,3,  8.67 ,  61.53 ,1
23311,CPN,20,S,N,S,N,3,F,1,0,0,0,3,5519,13,7,6.61,3,  4.33 ,  28.64 ,1
23313,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5505,27,5,6.93,3,  9.00 ,  62.37 ,1
23314,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5600,17,10,5.96,3,  5.67 ,  33.77 ,1
23317,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5500,25,2,7.56,3,  8.33 ,  63.00 ,1
23319,CPN,20,S,N,N,N,0,F,1,0,0,0,2,5585,18,9,6.28,3,  6.00 ,  37.68 ,1
23321,CPN,21,S,N,S,N,3,M,1,0,0,0,3,5517,23,6,6.67,3,  7.67 ,  51.14 ,1
23324,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5523,17,4,7.1,3,  5.67 ,  40.23 ,1
23327,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5515,12,10,5.24,3,  4.00 ,  20.96 ,0
23330,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5575,11,11,5.73,3,  3.67 ,  21.01 ,0
23332,CPN,21,S,N,S,N,,F,1,0,0,,3,5573,9,9,5.78,3,  3.00 ,  17.34 ,0
23333,CPN,33,N,N,S,N,3,F,1,0,0,0,3,5513,9,0,8.33,3,  3.00 ,  24.99 ,1
23334,CPN,33,N,N,S,N,2,M,1,0,0,0,3,5600,17,16,5.91,3,  5.67 ,  33.49 ,1
23335,CPN,27,N,N,S,S,,F,1,0,0,0,5,5600,24,12,5.97,3,  8.00 ,  47.76 ,1
23338,CPN,25,S,N,N,N,0,F,1,0,0,0,,5533,17,1,8.5,3,  5.67 ,  48.17 ,1
23340,CPN,29,N,N,N,S,0,F,1,0,0,2,3,5507,7,5,5.92,3,  2.33 ,  13.81 ,0
23345,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5570,13,11,6.13,3,  4.33 ,  26.56 ,1
23347,CPN,22,S,S,N,S,0,F,1,0,0,0,1,5634,20,6,6.91,3,  6.67 ,  46.07 ,1
23349,LA,21,N,N,N,N,0,M,1,0,0,0,3,5521,10,2,6.89,2,  5.00 ,  34.45 ,1
23349,CPN,21,N,N,N,N,0,M,1,0,0,0,3,5521,2,4,4.5,3,  0.67 ,  3.00 ,0
23352,CPN,21,S,N,S,S,2,F,1,0,0,0,3,5539,17,3,7.55,3,  5.67 ,  42.78 ,1
23353,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5501,17,10,6.41,3,  5.67 ,  36.32 ,1
23355,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5500,18,3,7.29,3,  6.00 ,  43.74 ,1
23357,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5600,18,4,6.91,3,  6.00 ,  41.46 ,1
23359,CPN,23,N,N,S,S,2,F,1,0,0,0,3,5539,19,12,6.38,3,  6.33 ,  40.41 ,1
23360,LA,20,S,N,N,N,0,M,1,0,0,1,3,5500,14,4,6.08,2,  7.00 ,  42.56 ,1
23360,CPN,20,S,N,N,N,0,M,1,0,0,1,3,5500,4,7,5.36,3,  1.33 ,  7.15 ,0
23361,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5525,27,4,7.48,3,  9.00 ,  67.32 ,1
23362,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5501,35,2,8.31,3,  11.67 ,  96.95 ,1
23364,CPN,21,S,N,S,S,2,F,1,0,0,0,3,5607,17,6,6.83,3,  5.67 ,  38.70 ,1
23367,CPN,25,,,,,,M,1,1,0,0,3,5519,12,4,7,3,  4.00 ,  28.00 ,1
23368,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5501,25,1,7.79,3,  8.33 ,  64.92 ,1
23371,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5533,29,3,7.61,3,  9.67 ,  73.56 ,1
23372,CPN,20,,,,,,F,1,0,0,0,3,5505,12,6,6.5,3,  4.00 ,  26.00 ,1
23373,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5533,37,2,8.11,3,  12.33 ,  100.02 ,1
23376,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5519,34,3,7.69,3,  11.33 ,  87.15 ,1
23377,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5503,13,19,5.29,3,  4.33 ,  22.92 ,0
23378,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5501,13,9,6.14,3,  4.33 ,  26.61 ,1
23380,LA,20,S,N,N,N,0,F,1,0,0,0,3,5519,11,0,8.7,2,  5.50 ,  47.85 ,1
23380,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5519,3,0,8.67,3,  1.00 ,  8.67 ,0
23382,CPN,21,,,,,,F,1,0,0,0,3,5533,35,1,8.46,3,  11.67 ,  98.70 ,1
23386,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5500,24,4,7.27,3,  8.00 ,  58.16 ,1
23388,CPN,21,S,N,N,S,0,M,1,0,0,0,3,5519,15,5,6.58,3,  5.00 ,  32.90 ,1
23389,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5570,20,0,8.05,3,  6.67 ,  53.67 ,1
23390,CPN,21,N,N,N,N,0,F,1,0,0,0,3,5519,34,0,8.67,3,  11.33 ,  98.26 ,1
23391,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5582,15,8,6.3,3,  5.00 ,  31.50 ,1
23394,LA,21,,,,,,M,1,0,0,0,3,5509,18,2,7.44,2,  9.00 ,  66.96 ,1
23394,CPN,21,,,,,,M,1,0,0,0,3,5509,9,3,6.64,3,  3.00 ,  19.92 ,0
23398,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5500,13,2,7.93,3,  4.33 ,  34.36 ,1
23399,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5500,10,7,6.18,3,  3.33 ,  20.60 ,0
23400,CPN,20,,,,,,M,1,0,0,0,,5511,12,11,5.96,3,  4.00 ,  23.84 ,0
23402,CPN,20,N,N,N,S,0,F,1,,,,3,5501,17,0,8.18,3,  5.67 ,  46.35 ,1
23407,CPN,22,S,N,N,N,0,M,1,0,0,,1,5570,10,8,5.76,3,  3.33 ,  19.20 ,0
23410,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5519,27,10,6.91,3,  9.00 ,  62.19 ,1
23414,CPN,27,S,N,N,N,0,M,1,0,0,0,3,5570,13,0,7.69,3,  4.33 ,  33.32 ,1
23415,CPN,21,S,N,N,N,0,M,1,1,0,0,3,5507,16,4,6.9,3,  5.33 ,  36.80 ,1
23416,CPN,20,S,S,N,N,0,F,1,0,0,0,,5501,15,7,6.64,3,  5.00 ,  33.20 ,1
23417,CPN,23,S,N,S,S,1,M,1,0,0,0,3,5527,34,3,7.7,3,  11.33 ,  87.27 ,1
23421,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5507,17,10,6.78,3,  5.67 ,  38.42 ,1
23422,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5515,17,4,7.57,3,  5.67 ,  42.90 ,1
23425,CPN,21,S,N,N,N,0,F,1,0,0,,1,5600,21,13,6.06,3,  7.00 ,  42.42 ,1
23426,CPN,20,N,N,N,S,0,F,1,0,0,0,3,5600,20,6,6.85,3,  6.67 ,  45.67 ,1
23427,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5533,11,10,6,3,  3.67 ,  22.00 ,0
23429,CPN,26,S,S,N,N,0,F,1,0,0,0,3,5561,5,1,7.67,3,  1.67 ,  12.78 ,0
23430,CPN,42,S,N,N,N,0,F,3,1,0,1,3,5585,17,12,6.21,3,  5.67 ,  35.19 ,1
23434,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5569,16,3,6.47,3,  5.33 ,  34.51 ,1
23436,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5569,13,2,7.87,3,  4.33 ,  34.10 ,1
23437,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5521,12,4,6.56,3,  4.00 ,  26.24 ,1
23438,CPN,21,,,,,,M,1,0,0,0,3,5500,26,6,7.07,3,  8.67 ,  61.27 ,1
23441,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5600,9,2,7.82,3,  3.00 ,  23.46 ,0
23442,CPN,20,N,N,N,N,0,F,1,0,0,0,3,5500,12,5,6.12,3,  4.00 ,  24.48 ,1
23444,CPN,20,N,N,N,N,0,F,1,,,,,5519,16,6,6.48,3,  5.33 ,  34.56 ,1
23445,CPN,20,S,N,N,N,0,F,1,0,0,0,,5501,20,2,7.32,3,  6.67 ,  48.80 ,1
23448,CPN,21,S,N,N,S,0,F,1,1,0,0,3,5600,14,1,7.33,3,  4.67 ,  34.21 ,1
23449,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5570,17,2,7.89,3,  5.67 ,  44.71 ,1
23450,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5600,12,5,6.94,3,  4.00 ,  27.76 ,1
23451,CPN,24,N,N,N,N,0,F,1,0,0,0,3,5541,14,2,6.94,3,  4.67 ,  32.39 ,1
23452,CPN,21,S,N,N,N,0,F,1,1,0,0,3,5523,29,7,7.15,3,  9.67 ,  69.12 ,1
23454,CPN,20,N,N,N,N,0,M,1,0,0,0,1,5515,20,3,6.82,3,  6.67 ,  45.47 ,1
23455,CPN,21,N,N,S,S,1,M,1,0,0,0,2,5500,15,10,5.68,3,  5.00 ,  28.40 ,1
23456,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5501,24,2,7.04,3,  8.00 ,  56.32 ,1
23458,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5501,16,3,7.68,3,  5.33 ,  40.96 ,1
23460,CPN,22,S,N,N,N,0,M,1,0,0,0,3,5500,14,7,6.29,3,  4.67 ,  29.35 ,1
23461,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5501,17,4,7.82,3,  5.67 ,  44.31 ,1
23462,CPN,23,N,N,N,S,0,F,1,1,0,0,3,5509,15,7,6.57,3,  5.00 ,  32.85 ,1
23463,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5544,18,11,5.89,3,  6.00 ,  35.34 ,1
23465,CPN,21,S,N,N,N,0,F,1,0,0,0,3,5507,18,3,7.62,3,  6.00 ,  45.72 ,1
23466,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5539,34,0,8.34,3,  11.33 ,  94.52 ,1
23468,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5539,16,12,6.04,3,  5.33 ,  32.21 ,1
23469,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5525,14,2,7.38,3,  4.67 ,  34.44 ,1
23470,CPN,20,N,N,N,N,0,M,1,0,0,,,5507,29,4,6.77,3,  9.67 ,  65.44 ,1
23471,CPN,20,N,N,N,N,0,F,1,,,,,5501,17,3,7.55,3,  5.67 ,  42.78 ,1
23473,LE,20,S,N,N,N,0,F,1,0,0,0,3,5500,12,5,6.08,2,  6.00 ,  36.48 ,1
23475,CPN,21,S,N,N,N,0,M,1,0,0,0,,5531,33,0,8,3,  11.00 ,  88.00 ,1
23476,CPN,21,S,N,N,N,0,M,1,1,0,0,3,5501,16,5,6.32,3,  5.33 ,  33.71 ,1
23477,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5539,34,6,7.13,3,  11.33 ,  80.81 ,1
23479,CPN,21,,,,,,M,1,0,0,0,,5500,15,1,7.38,3,  5.00 ,  36.90 ,1
23482,CPN,20,S,N,N,N,0,F,1,1,0,0,3,5509,14,7,6.29,3,  4.67 ,  29.35 ,1
23483,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5529,10,7,5.93,3,  3.33 ,  19.77 ,0
23488,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5569,14,7,6.38,3,  4.67 ,  29.77 ,1
23489,CPN,20,N,N,N,N,0,M,1,0,0,0,,5577,20,0,8.95,3,  6.67 ,  59.67 ,1
23492,CPN,21,,,,,,M,1,0,0,0,3,5501,16,2,7.83,3,  5.33 ,  41.76 ,1
23493,CPN,21,N,N,N,S,0,F,1,0,0,0,3,5519,15,1,8.19,3,  5.00 ,  40.95 ,1
23494,CPN,22,,,,,,M,1,,,,,5600,20,2,7.76,3,  6.67 ,  51.73 ,1
23496,CPN,20,S,N,N,N,0,F,1,0,1,0,3,5531,25,22,6.11,3,  8.33 ,  50.92 ,1
23497,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5539,33,3,7.4,3,  11.00 ,  81.40 ,1
23498,CPN,20,S,N,N,N,0,F,1,0,0,0,3,5567,6,10,5.56,3,  2.00 ,  11.12 ,0
23499,CPN,21,S,N,N,S,0,F,1,0,0,0,3,5501,15,5,6.95,3,  5.00 ,  34.75 ,1
23501,CPN,21,N,N,S,S,,F,1,0,0,0,3,5500,21,3,6.74,3,  7.00 ,  47.18 ,1
23507,CPN,20,,,,,,M,1,0,0,0,3,5521,18,0,9.21,3,  6.00 ,  55.26 ,1
23508,CPN,20,S,N,N,S,0,M,1,0,0,0,3,5600,19,0,9.2,3,  6.33 ,  58.27 ,1
23513,CPN,21,S,N,N,N,0,M,1,0,0,0,3,5500,11,6,6.82,3,  3.67 ,  25.01 ,1
23515,CPN,20,N,N,S,S,3,F,1,1,0,0,3,5570,14,12,5.85,3,  4.67 ,  27.30 ,1
23520,CPN,20,S,N,N,N,0,M,1,0,0,0,3,5525,12,6,6.44,3,  4.00 ,  25.76 ,1
23521,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5515,13,7,6.5,3,  4.33 ,  28.17 ,1
23522,CPN,20,S,N,S,S,2,M,1,0,0,0,3,5525,3,1,5.5,3,  1.00 ,  5.50 ,0
23523,CPN,22,S,S,N,N,0,M,1,0,0,0,3,5519,26,6,7.03,3,  8.67 ,  60.93 ,1
23525,LA,21,,,,,,M,1,0,0,0,,5600,21,9,6.8,3,  7.00 ,  47.60 ,1
23526,LA,20,N,N,N,N,0,M,1,0,0,0,,5500,8,2,6.2,3,  2.67 ,  16.53 ,0
23528,LA,20,N,N,S,N,,M,1,0,0,0,3,5600,7,3,8.8,3,  2.33 ,  20.53 ,0
23529,LA,20,N,N,N,N,0,M,1,0,0,0,3,5600,9,3,6,3,  3.00 ,  18.00 ,0
23530,LA,21,S,N,N,N,0,F,1,0,0,0,3,5507,19,2,8.48,3,  6.33 ,  53.71 ,1
23531,LA,23,S,N,N,S,0,F,1,0,0,0,3,5600,15,2,6.88,3,  5.00 ,  34.40 ,1
23532,LA,20,,,,,,F,1,0,0,0,3,5600,16,2,7.61,3,  5.33 ,  40.59 ,1
23533,LA,21,S,N,N,N,0,M,1,0,0,0,,5600,15,7,6.71,3,  5.00 ,  33.55 ,1
23536,LA,21,N,N,N,N,0,M,1,0,0,0,,5600,27,7,6.8,3,  9.00 ,  61.20 ,1
23537,LA,20,N,N,N,N,0,M,1,,,,,5500,14,5,6.46,3,  4.67 ,  30.15 ,1
23538,LA,22,S,N,N,N,0,F,1,0,0,0,3,5584,10,6,6.18,3,  3.33 ,  20.60 ,0
23540,LA,20,,,,,,F,1,0,0,0,3,5521,23,7,7.1,3,  7.67 ,  54.43 ,1
23543,LA,21,N,N,N,N,0,F,1,0,0,0,3,5501,12,5,6.59,3,  4.00 ,  26.36 ,1
23545,LA,22,N,N,N,N,0,F,1,1,0,0,3,5570,10,8,6.27,3,  3.33 ,  20.90 ,0
23547,LA,23,S,N,N,N,0,F,1,1,0,0,3,5501,5,4,6,3,  1.67 ,  10.00 ,0
23548,LA,21,S,N,S,N,2,M,1,0,0,0,3,5577,37,0,8.56,3,  12.33 ,  105.57 ,1
23551,LA,20,S,N,N,N,0,F,1,0,0,0,3,5500,10,5,6.44,3,  3.33 ,  21.47 ,0
23554,LA,21,S,N,N,N,0,M,1,0,0,0,3,5505,28,2,7.65,3,  9.33 ,  71.40 ,1
23555,LA,25,S,N,N,N,0,F,1,0,0,0,3,5523,24,0,8.62,3,  8.00 ,  68.96 ,1
23556,LA,20,,,,,,M,1,0,0,0,3,5501,27,2,7.83,3,  9.00 ,  70.47 ,1
23558,LA,21,S,S,N,N,0,F,1,1,0,0,3,5600,37,6,8.11,3,  12.33 ,  100.02 ,1
23560,LA,21,S,N,N,N,0,F,1,0,1,1,3,5600,12,9,5.9,3,  4.00 ,  23.60 ,0
23562,LLO,20,N,N,N,N,0,F,1,0,0,0,3,5519,4,4,5,2,  2.00 ,  10.00 ,0
23563,LA,23,S,S,N,N,0,F,1,0,0,0,3,5570,7,3,6.17,3,  2.33 ,  14.40 ,0
23565,LA,21,S,N,N,N,0,F,1,0,0,0,3,5519,11,10,5.67,3,  3.67 ,  20.79 ,0
23566,LA,21,S,N,N,N,0,M,1,0,0,0,3,5501,14,0,7.86,3,  4.67 ,  36.68 ,1
23567,LA,21,S,N,N,N,0,F,1,0,0,0,,5622,19,1,8.3,3,  6.33 ,  52.57 ,1
23568,LA,24,S,N,S,N,,M,1,0,0,0,3,5605,11,11,6.5,3,  3.67 ,  23.83 ,0
